||2020|1968582.0|4234024.0|1033998.0|699389.0|3154438.0|81128.0|89076.0||45.0||32033.0||24392.0||185900.0||366721.0|40096.0|93611.0|1250.0||60.0|690.0||1884.0|290.0||||36417.0|7579.0|668054.0|40701.0||61258.0|13648.0||151807.0||||913746.0||||||||34738.0|126591.0|1080.0|1029.0|359916.0|13850.0||5910.0|389.0|2510.0|||417091.0|902.0|1088.0|200.0||||100.0|3100.0|12614.0|3091.0||4500.0||7462.0|8286.0|100.0||2300.0|61258.0|||449.0|||
||2021|1758323.0|3973705.0|1241821.0|546114.0|3285336.0|42750.0|97753.0||||17477.0||16912.0||173988.0||331780.0|63862.0|124845.0|2380.0||60.0|1151.0||1238.0|410.0||||56947.0|9210.0|852100.0|81038.0||69883.0|10924.0||145496.0||||768458.0||||||||48862.0|159948.0|440.0|1050.0|413009.0|15704.0||5330.0|890.0|2490.0|||417750.0|610.0|1242.0|180.0||20.0||100.0|3500.0|20658.0|3688.0||2700.0||6510.0|7670.0|15.0|3000.0|2610.0|69883.0|||837.0|||
|Kütahya-43|2004|301260.0|1355250.0|27530.0|34510.0|591910.0|1090.0|2610.0||14070.0||50.0||7460.0||40600.0|2890.0|292950.0||8380.0||10.0|780.0||550.0|10.0||||||20.0|39020.0|3680.0|20.0|13610.0|||20920.0||||7790.0||1390.0||||20.0|40400.0|||||33800.0|16940.0||||||10360.0|18060.0|2410.0|||150.0||||||||0.0|17080.0|||||0.0|13610.0||||||
||2005|291470.0|1480480.0|27470.0|36480.0|604760.0|1090.0|3200.0|10.0|14160.0||50.0||8230.0||48510.0|3000.0|294700.0||5400.0||10.0|870.0||1130.0|10.0||||||320.0|38350.0|4970.0|20.0|8410.0|||19780.0||||59610.0||1620.0||||20.0|48550.0||||100.0|38680.0|19130.0||||||5760.0|23300.0|2620.0|||150.0||||||||0.0|11540.0|||||0.0|8410.0||||||
||2006|219635.0|1360082.0|24647.0|32982.0|594494.0|4810.0|2170.0||13800.0||50.0||14730.0||41310.0|2600.0|288150.0|4750.0|2705.0||15.0|680.0||1550.0|11.0||||||300.0|38611.0|4217.0||12406.0|||18860.0||||52056.0||446.0|||||89160.0||||300.0|42590.0|21210.0|500.0|||||6500.0|31220.0|3190.0|||||||||||0.0|15145.0|||||0.0|12406.0||||||
||2007|184542.0|1304172.0|22410.0|5500.0|571010.0|8800.0|6606.0||12700.0||50.0||14990.0||38920.0|2650.0|306440.0|5100.0|3040.0||20.0|325.0||1250.0|10.0||||||360.0|34876.0|3950.0||11403.0|||11695.0|3440.0|||48659.0||336.0|||||100650.0||||505.0|42060.0|16370.0|1000.0|||||4800.0|30470.0|3342.0|||150.0|||||||||11010.0||||||11403.0||||||
||2008|208106.0|1338038.0|25418.0|19900.0|522231.0|9350.0|6353.0||12350.0||||16725.0||40140.0|2662.0|319100.0|4500.0|2920.0||20.0|320.0||1435.0|10.0||||||460.0|37391.0|2563.0||5756.0|||11190.0|3600.0|1.0||55983.0||2147.0|||||103900.0||||460.0|43290.0|16183.0|1250.0|||||4950.0|29840.0|3300.0|||170.0|||||||||10980.0||||||5756.0||||||
||2009|230330.0|1195682.0|23152.0|16810.0|507844.0|8705.0|5991.0||12500.0||||17231.0||36920.0|2470.0|234692.0|2500.0|2881.0||20.0|370.0||1235.0|10.0||||||385.0|38111.0|2061.0||23111.0|72.0||10850.0|4100.0|||44482.0||1333.0|||||106240.0||||560.0|41469.0|16032.0|1250.0|||||4870.0|31875.0|3317.0|||170.0|||||||||10164.0||||||23111.0||||||
||2010|249671.0|1088207.0|19345.0|3500.0|523351.0|23295.0|6597.0||11580.0||||10871.0||35101.0|2585.0|228510.0||4472.0||20.0|910.0||2200.0|10.0||||||372.0|40116.0|1713.0||22974.0|78.0||13460.0||||53828.0||1122.0|||||105496.0||||140.0|52000.0|15195.0||||||3980.0|21266.0|3762.0||||||||||||12365.0||||||22974.0||||||
||2011|297228.0|1172517.0|14790.0|3500.0|481276.0|21005.0|8710.0||9800.0||||25361.0||32053.0|2635.0|213085.0||3697.0||20.0|820.0||2100.0|10.0||||||335.0|27131.0|1656.0||22549.0|153.0||13790.0||||48920.0||893.0|||||101074.0||||140.0|52580.0|13830.0||||||3770.0|20730.0|3464.0||||||||||||11235.0||||||22549.0||||||
