||2010|488043.0|1027260.0|103430.0|99108.0|554870.0|48275.0|14212.0|67.0|||||1343.0||69446.0||28843.0|2254.0|2682.0|532.0||15.0|177.0||370.0|141.0||||226.0|49.0|46764.0|5165.0||6734.0|4199.0||321482.0||||4935320.0|||||||94502.0||||2506.0|918113.0|29912.0|||||||433602.0|707.0||||||||||||1339.0||||||6122.0||||||
||2011|691624.0|1753190.0|159858.0|151529.0|777542.0|52435.0|11766.0|66.0|||||1764.0||59886.0||25829.0|2296.0|2860.0|440.0||15.0|132.0||406.0|88.0||||531.0|41.0|98938.0|8239.0||7666.0|3025.0||370388.0||||4686332.0|||||||150938.0||||2422.0|932923.0|30293.0|||||||612159.0|835.0||||||||||||1055.0||||||6969.0||||||
||2012|403053.0|1167607.0|312059.0|93348.0|613489.0|21333.0|12841.0||||||2693.0||56582.0||28376.0|1938.0|1810.0|592.0||20.0|58.0||411.0|152.0||||2153.0|23.0|210792.0|4178.0||842.0|1794.0||460154.0||||4466620.0|||||||150015.0||||1931.0|1080923.0|23993.0|||666.0|438.0|145.0||1125751.0|1807.0|602.0|||||||||||758.0||||||766.0||||||
||2013|601691.0|1690239.0|353552.0|77411.0|761080.0|20570.0|12035.0||||120.0||1838.0||49723.0||33421.0|2398.0|1203.0|695.0||9.0|175.0||410.0|354.0||||3322.0|26.0|262930.0|3845.0||4072.0|2305.0||420755.0||||5193577.0|||||||165003.0||||2645.0|1089704.0|22765.0|||874.0||||1150112.0|2010.0|1895.0|||||||||||818.0||||||4072.0||||||
||2014|553341.0|1351959.0|382099.0|82698.0|650101.0|16991.0|9267.0||||160.0||2199.0||61158.0||29093.0|2356.0|1194.0|832.0||3.0|183.0||410.0|157.0||||4058.0|85.0|263581.0|5170.0||3083.0|3849.0||509188.0||||4864882.0||||||||25401.0|131358.0|135.0|844.0|1086985.0|22218.0|||980.0||||1229601.0|1748.0|2245.0|||||||1568.0|76.0||41.0||667.0|474.0|||65.0|3083.0||||||
||2015|857930.0|1696326.0|558190.0|118943.0|853627.0|19042.0|12418.0||||161.0||3228.0||72869.0||29747.0|2238.0|1284.0|817.0||4.0|255.0||408.0|147.0||||1987.0|135.0|210307.0|7327.0||6960.0|5625.0||493748.0||||4570731.0||||||||37428.0|158706.0|147.0|1096.0|1121331.0|22349.0|||1430.0||||1348829.0|1778.0|2326.0|||||||1907.0|76.0||41.0||699.0|526.0|||67.0|6960.0|||0.0|||
||2016|766978.0|1278320.0|638300.0|75246.0|734012.0|22779.0|11275.0||||362.0||2111.0||69877.0||32139.0|2501.0|1469.0|718.0||4.0|230.0||410.0|107.0||||2116.0|156.0|205274.0|7038.0||5053.0|5137.0||549802.0||||5665228.0||||||||44784.0|185049.0|51.0|837.0|1128138.0|18009.0|||1220.0||||1468100.0|1778.0|3171.0|||||||3046.0|76.0||962.0||2133.0|271.0|15.0||202.0|4594.0|||2.0|||
||2017|772968.0|1419442.0|621884.0|77481.0|795535.0|28561.0|16849.0||||582.0||3218.0||70242.0||34586.0|2413.0|3728.0|746.0||4.0|336.0||401.0|106.0||||3935.0|188.0|254413.0|8595.0||4161.0|6809.0||567076.0||||6007777.0||||||||43031.0|203676.0|61.0|1130.0|1168889.0|16114.0|||1249.0|125.0|||1650455.0|1720.0|4047.0|||||||6964.0|299.0||135.0||1607.0|258.0|16.0||196.0|3758.0|||2.0|||
||2018|674558.0|1363378.0|1104538.0|111637.0|856917.0|32081.0|13394.0||||817.0||4676.0||53439.0||48845.0|3307.0|13261.0|795.0||4.0|80.0||356.0|39.0||||13030.0|178.0|296591.0|8146.0||6973.0|3853.0||611957.0||||5079242.0||||||||42283.0|217929.0|1735.0|1262.0|1293399.0|15902.0|||1290.0|162.0|||1823238.0|1461.0|1028.0||||||108.0|14884.0|713.0||240.0||1133.0|262.0|15.0||164.0|6973.0|||4.0|||
||2019|614403.0|1271728.0|1345064.0|140169.0|1006617.0|34429.0|20269.0||||2107.0||9047.0||49664.0||46858.0|6832.0|10910.0|378.0||10.0|35.0||191.0|51.0||||36721.0|220.0|298674.0|9879.0||5626.0|2425.0||599699.0||||5875116.0||||||||64450.0|204987.0|2343.0|803.0|1775112.0|16655.0||1801.0|1338.0|172.0|||2339653.0|2495.0|22018.0|220.0|||||1922.0|20510.0|20496.0||110.0||1085.0|365.0|15.0||81.0|5626.0|||10.0|||
||2020|619203.0|1301497.0|1070626.0|239086.0|1027276.0|24853.0|21602.0||29.0||9955.0||8853.0||62408.0||50112.0|6120.0|9764.0|425.0||4.0|92.0||207.0|92.0||||16607.0|327.0|278546.0|11572.0||4681.0|1812.0||638171.0||||7228473.0||||||||60872.0|222809.0|1392.0|1240.0|1774504.0|19198.0||4756.0|1617.0|4437.0|||2570984.0|6063.0|6070.0|240.0||||105.0|7750.0|20135.0|13054.0||247.0||822.0|812.0|3.0||109.0|4681.0|||58.0|||
||2021|481646.0|1098193.0|1261475.0|74836.0|768266.0|5852.0|14829.0||||5177.0||4476.0||57285.0||34029.0|4215.0|4652.0|772.0||4.0|152.0||114.0|151.0||||24780.0|338.0|324790.0|23878.0||4938.0|1340.0||622435.0||||5734306.0||||||||70614.0|260615.0|282.0|737.0|2100652.0|21487.0||3786.0|4110.0|3539.0|||2560639.0|3891.0|6234.0|108.0||80.0||60.0|7000.0|30369.0|14394.0||108.0||394.0|701.0|1.0|600.0|138.0|4938.0|||128.0|||
|Kütahya-43|2004|78404.0|302308.0|5936.0|8884.0|162710.0|136.0|384.0||3970.0||15.0||2365.0||6248.0|626.0|31842.0||1476.0||1.0|110.0||110.0|2.0||||||2.0|4306.0|472.0|1.0|735.0|||38787.0||||31460.0||139.0||||1.0|20472.0|||||47782.0|3679.0||||||46550.0|96010.0|13503.0|||25.0||||||||638.0|2191.0|||||4.0|669.0||||||
||2005|73753.0|318201.0|6338.0|11038.0|172122.0|143.0|573.0|3.0|4220.0||10.0||2845.0||6832.0|661.0|32793.0||1119.0||1.0|86.0||153.0|2.0||||||20.0|3662.0|569.0|1.0|377.0|||36024.0||||259349.0||149.0||||1.0|24677.0||||0.0|61150.0|10065.0||||||21836.0|110260.0|12818.0|||24.0||||||||12.0|1523.0|||||6.0|343.0||||||
||2006|46118.0|314696.0|6202.0|8491.0|155950.0|1117.0|447.0||4140.0||10.0||4577.0||6052.0|512.0|31323.0|1663.0|228.0||2.0|68.0||163.0|2.0||||||24.0|4039.0|534.0||714.0|||34192.0||||219360.0||24.0|||||32482.0||||150.0|59178.0|12808.0|0.0|||||25290.0|150190.0|15180.0|||||||||||12.0|1266.0|||||6.0|649.0||||||
||2007|30549.0|253378.0|5363.0|1046.0|130383.0|1663.0|988.0||3810.0||10.0||4290.0||5517.0|505.0|31616.0|1530.0|240.0||2.0|30.0||124.0|2.0||||||28.0|3300.0|475.0||490.0|||21490.0|3999.0|||183175.0||27.0|||||14705.0||||300.0|34718.0|2605.0|0.0|||||16925.0|141435.0|16692.0|||15.0|||||||||840.0||||||444.0||||||
||2008|57429.0|294663.0|6351.0|6794.0|140042.0|2082.0|1143.0||3705.0||||5004.0||5743.0|513.0|33618.0|1575.0|244.0||2.0|31.0||144.0|1.0||||||43.0|3601.0|338.0||303.0|||22373.0|5388.0|2.0||293271.0||174.0|||||15923.0||||250.0|32995.0|2167.0|0.0|||||17370.0|141406.0|17599.0|||17.0|||||||||1003.0||||||276.0||||||
||2009|57561.0|249672.0|4776.0|4297.0|126819.0|2001.0|1232.0||3750.0||||5861.0||5739.0|479.0|26838.0|875.0|202.0||2.0|36.0||124.0|1.0||||||45.0|3743.0|252.0||1383.0|6.0||22871.0|6340.0|||232543.0||93.0|||||34234.0||||250.0|32753.0|3854.0|0.0|||||17450.0|150527.0|16853.0|||20.0|||||||||981.0||||||1258.0||||||
||2010|52189.0|194471.0|4626.0|1102.0|112953.0|5277.0|1252.0||3474.0||||3649.0||4540.0|548.0|26535.0||449.0||2.0|84.0||244.0|1.0||||||20.0|5166.0|227.0||1340.0|13.0||28448.0||||275398.0||57.0|||||77526.0||||98.0|70264.0|13175.0||||||14255.0|99116.0|18212.0||||||||||||1169.0||||||1218.0||||||
||2011|63449.0|230801.0|3034.0|866.0|109465.0|5347.0|1666.0||2940.0||||8180.0||3456.0|557.0|22684.0||404.0||2.0|76.0||232.0|1.0||||||19.0|3683.0|221.0||1580.0|30.0||31652.0||||238635.0||43.0|||||80822.0||||98.0|74260.0|14573.0||||||11290.0|97998.0|17496.0||||||||||||1087.0||||||1436.0||||||
||2012|71692.0|222435.0|2380.0|1178.0|117293.0|6149.0|1293.0||1408.0||||7638.0||3243.0|608.0|22873.0||396.0||1.0|46.0||164.0|1.0||||||12.0|2134.0|181.0||65.0|22.0||30120.0||||215135.0||73.0|||||80412.0||||70.0|71105.0|12517.0||5158.0||2574.0|85.0|2352.0|92910.0|14648.0||||||||||||1047.0||||||59.0||||||
||2013|80164.0|208120.0|2580.0|937.0|120291.0|8012.0|1445.0||2730.0||||7938.0||3359.0|579.0|21390.0||284.0||5.0|59.0||110.0|||||||13.0|2472.0|183.0||386.0|6.0||22091.0||||217426.0||115.0|||||90031.0||||79.0|103684.0|14887.0||5729.0||2940.0|75.0|2588.0|120889.0|13775.0||||||||||||1293.0||||||386.0||||||
||2014|81802.0|229322.0|2020.0|1130.0|117691.0|7099.0|1807.0||2852.0||||7034.0||3611.0|565.0|22316.0||224.0||5.0|51.0||102.0|||||||14.0|1669.0|113.0||456.0|90.0||21713.0||||225498.0||99.0||||||52137.0|17301.0|7032.0|70.0|136943.0|15528.0||4374.0||2566.0|325.0|2734.0|133831.0|13415.0|||||||||||||||2351.0|||456.0||||||
