|||Sütunlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2016|965.0|1500.0|5000.0|1200.0|22.0|9.0|||38.0|0.0|200.0|94.0|0.0|1000.0|4.0|0.0|11.0||||300.0|500.0|600.0|650.0|0.0|0.0|||1.0|0.0|0.0|11.0|||15.0|90.0|||0.0|0.0|0.0|3416.0|210.0|1000.0|8000.0|9800.0|32864.0|1200.0||||||50.0|100.0|355.0|1000.0|80.0|||
||2017|1700.0|700.0|4000.0|920.0|6.0|5.0|||30.0|0.0|800.0|170.0|0.0|710.0|5.0|0.0|14.0||||800.0|700.0|1000.0|940.0|0.0|0.0|||0.0|0.0|0.0|12.0|||5.0|100.0|||0.0|0.0|500.0|4500.0|130.0|22.0|5900.0|12668.0|30405.0|900.0||||||0.0|132.0|473.0|748.0|22.0|||
||2018|2200.0|700.0|4200.0|1000.0|5.0|1.0|||75.0|0.0|800.0|200.0|0.0|905.0|0.0|0.0|6.0||||600.0|650.0|1250.0|920.0|0.0|0.0|||0.0|0.0|0.0|15.0|||10.0|110.0|||0.0|2500.0|2500.0|6000.0|200.0|8.0|2700.0|8500.0|38592.0|650.0||||||0.0|487.0|240.0|945.0|39.0|||
||2019|2548.0|800.0|3600.0|1062.0|5.0|0.0|||110.0|0.0|597.0|155.0|0.0|551.0|0.0|0.0|2.0||||988.0|998.0|1200.0|1175.0|0.0|0.0|||0.0|0.0|0.0|15.0|||15.0|112.0|||2031.0|10041.0|7245.0|19068.0|237.0|1600.0|6400.0|7000.0|21603.0|200.0||||||94.0|271.0|444.0|750.0|117.0|||
||2020|3673.0|1291.0|2507.0|440.0|7.0|3.0|0.0|0.0|178.0|0.0|713.0|235.0|0.0|677.0|0.0|0.0|3.0|0.0|0.0|0.0|1330.0|1303.0|803.0|402.0|1.0|1.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|5.0|65.0|0.0|0.0|2031.0|10969.0|13040.0|36244.0|430.0|1600.0|6692.0|8400.0|7600.0|250.0|0.0|0.0|0.0|0.0|0.0|94.0|322.0|422.0|885.0|72.0|0.0|0.0|
||2021|4613.0|1349.0|2272.0|664.0|4.0|0.0|0.0|0.0|371.0|0.0|1119.0|291.0|0.0|880.0|0.0|0.0|0.0|0.0|0.0|0.0|1403.0|1361.0|1103.0|671.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|80.0|||29.0|5529.0|18337.0|36269.0|526.0|12.0|4268.0|15384.0|30890.0|283.0|0.0|0.0|0.0|0.0|0.0|10.0|0.0|470.0|1546.0|65.0|||
|Konya(Beyşehir)-1188|2015|6110.0|5559.0|2825.0|2650.0|1350.0|385.0|18.0|26.0|375.0|0.0|2625.0|813.0|9.0|2350.0|510.0|80.0|310.0|0.0|0.0|45.0|750.0|1250.0|970.0|950.0|195.0|325.0|5.0|8.0|15.0|20.0|34.0|0.0|||95.0|278.0||||||||0.0|4750.0|5950.0|5725.0|2000.0|0.0|65.0|80.0|25.0|10.0|0.0|4750.0|3400.0|4749.0|1621.0|||
||2016|6990.0|5250.0|2700.0|2641.0|1160.0|335.0|61.0|16.0|280.0|0.0|2525.0|380.0|13.0|2325.0|402.0|68.0|268.0|0.0|0.0|9.0|1150.0|1580.0|930.0|950.0|230.0|253.0|18.0|19.0|13.0|16.0|33.0|0.0|||88.0|254.0||||||||1800.0|3980.0|4745.0|7350.0|850.0|0.0|36.0|45.0|65.0|7.0|860.0|2800.0|2200.0|8450.0|610.0|||
||2017|7452.0|6253.0|3050.0|2965.0|1225.0|533.0|117.0|46.0|285.0|0.0|2825.0|385.0|14.0|2645.0|351.0|70.0|457.0|3.0|0.0|31.0|1450.0|1750.0|985.0|1015.0|260.0|292.0|20.0|21.0|11.0|15.0|30.0|0.0|||60.0|250.0|||0.0|55.0|102.0|68.0|27.0|1700.0|4180.0|4850.0|7400.0|875.0|0.0|20.0|33.0|40.0|7.0|381.0|2600.0|2400.0|8400.0|660.0|||
||2018|7580.0|6330.0|2915.0|2850.0|1355.0|560.0|175.0|90.0|290.0|0.0|2960.0|380.0|15.0|2550.0|360.0|65.0|510.0|5.0|0.0|65.0|1520.0|1780.0|725.0|795.0|260.0|310.0|30.0|35.0|5.0|10.0|30.0|0.0|0.0|5.0|70.0|300.0|||0.0|45.0|90.0|50.0|15.0|350.0|3500.0|4050.0|6950.0|750.0|0.0|19.0|30.0|44.0|7.0|350.0|3400.0|3500.0|9400.0|750.0|||
||2019|8193.0|7235.0|3435.0|3275.0|1610.0|728.0|177.0|87.0|350.0|0.0|3922.0|485.0|20.0|2965.0|320.0|66.0|691.0|6.0|0.0|70.0|2020.0|2280.0|875.0|945.0|270.0|315.0|20.0|40.0|4.0|11.0|29.0|0.0|0.0|4.0|65.0|310.0|||0.0|40.0|91.0|54.0|15.0|900.0|5250.0|5900.0|8950.0|1500.0|0.0|18.0|31.0|43.0|8.0|450.0|4550.0|4700.0|10400.0|1200.0|||
||2020|9547.0|8477.0|2541.0|2061.0|1504.0|690.0|190.0|92.0|364.0|0.0|3936.0|462.0|15.0|2951.0|308.0|56.0|593.0|7.0|0.0|67.0|2609.0|2545.0|767.0|792.0|262.0|318.0|17.0|36.0|3.0|9.0|18.0|0.0|0.0|0.0|60.0|200.0|0.0|0.0|25.0|58.0|115.0|75.0|21.0|1543.0|7765.0|7868.0|10097.0|1975.0|10.0|21.0|35.0|47.0|9.0|350.0|5351.0|4507.0|9858.0|1205.0|0.0|0.0|
||2021|9670.0|8655.0|2750.0|2213.0|1545.0|720.0|145.0|60.0|345.0|0.0|4473.0|451.0|14.0|3046.0|305.0|55.0|630.0|8.0|0.0|45.0|2655.0|2653.0|790.0|840.0|280.0|328.0|12.0|15.0|4.0|8.0|17.0|0.0|0.0|0.0|5.0|50.0|||28.0|65.0|135.0|95.0|25.0|1670.0|9243.0|8020.0|10438.0|2035.0|11.0|24.0|36.0|55.0|12.0|360.0|5657.0|4855.0|9903.0|1310.0|||
|Konya(Bozkır)-1207|2015|1970.0|757.0|1914.0|1178.0|45.0|49.0|||122.0|0.0|470.0|159.0|0.0|930.0|9.0|0.0|20.0||||825.0|1037.0|560.0|475.0|42.0|38.0|||8.0|23.0|30.0|5.0|7.0|138.0|85.0|175.0||||||||525.0|1300.0|1160.0|11655.0|560.0||||||1833.0|1380.0|1035.0|12505.0|647.0|||
||2016|2102.0|883.0|1987.0|1197.0|50.0|53.0|||144.0|0.0|464.0|137.0|0.0|1036.0|8.0|0.0|19.0||||726.0|977.0|467.0|484.0|40.0|46.0|||7.0|22.0|28.0|4.0|8.0|123.0|75.0|160.0||||||||468.0|1192.0|1040.0|10560.0|540.0||||||1854.0|1397.0|1048.0|12646.0|655.0|||
