|||Sütunlar|||||||||||||||||||||||||||||||
Satırlar|||Konya(Ahırlı)-1868|Konya(Akören)-1753|Konya(Akşehir)-1122|Konya(Altınekin)-1760|Konya(Beyşehir)-1188|Konya(Bozkır)-1207|Konya(Cihanbeyli)-1222|Konya(Derbent)-1907|Konya(Derebucak)-1789|Konya(Doğanhisar)-1285|Konya(Emirgazi)-1920|Konya(Ereğli)-1312|Konya(Güneysınır)-1933|Konya(Hadim)-1375|Konya(Halkapınar)-1937|Konya(Hüyük)-1804|Konya(Ilgın)-1400|Konya(Kadınhanı)-1422|Konya(Karapınar)-1441|Konya(Karatay)-1814|Konya(Kulu)-1491|Konya(Meram)-1827|Konya(Sarayönü)-1598|Konya(Selçuklu)-1839|Konya(Seydişehir)-1617|Konya(Taşkent)-1848|Konya(Tuzlukçu)-1990|Konya(Yalıhüyük)-1994|Konya(Yunak)-1735|Konya(Çeltik)-1902|Konya(Çumra)-1262|
||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||
||2019|60.0|20.0|70.0|30.0|35.0|25.0|20.0|25.0||50.0||30.0|20.0|33.0|39.0|20.0|23.0|25.0|20.0|17.0|15.0|45.0|10.0|20.0|40.0|25.0||20.0||25.0|30.0|
||2020|60.0|20.0|70.0|30.0|35.0|28.0|20.0|27.0||50.0||30.0|20.0|40.0|39.0|22.0|23.0|26.0|20.0|17.0|15.0|42.0|10.0|20.0|40.0|26.0||24.0||26.0|30.0|
||2021|60.0|20.0|70.0|30.0|35.0|25.0|20.0|20.0||45.0||30.0|16.0|40.0|39.0|23.0|23.0|28.0|15.0|17.0|15.0|42.0|10.0|20.0|40.0|24.0||15.0||24.0|30.0|
|Verim ve 01.24.29.00.03. (İğde) - Kg/Meyve Veren Ağaç|2015|||||30.0||13.0|||||15.0||||17.0|10.0|12.0|23.0|8.0|6.0|11.0||12.0||||||||
||2016|||||30.0||13.0|||||15.0||||15.0|10.0|11.0|23.0|5.0|6.0|10.0||12.0||||||||
||2017|||||30.0||13.0|||||15.0||||15.0|10.0|11.0|23.0|5.0|6.0|15.0||13.0||||||0.0||
||2018|||||31.0||13.0|||||15.0||||15.0|10.0|11.0|23.0|5.0|6.0|15.0||13.0||||||0.0||
||2019|||||31.0||13.0|||||15.0|||||10.0|11.0|23.0|5.0|6.0|15.0||||||||0.0||
||2020|||||31.0||13.0|||||15.0|||||10.0|11.0|20.0|10.0|6.0|14.0||||||||0.0||
||2021|||||30.0||13.0|||||15.0|||||10.0|11.0|20.0|9.0|6.0|14.0||||||||0.0||
|Verim ve 01.25.12.00.00. (Ahududu) - Kg/Dekar|2021||||||||||||||||1545.0||||||||||||||||
|Verim ve 01.25.13.00.00. (Çilek) - Kg/Dekar|2015||1000.0|900.0||2000.0|1500.0||500.0|3500.0|1500.0||1925.0|500.0|756.0||4000.0|1500.0|1000.0||||2000.0|3000.0|800.0|900.0|1511.0||||||
||2016||1350.0|1338.0||1820.0|1370.0||456.0|3188.0|1367.0||1756.0|500.0|733.0||2642.0|1360.0|||||1640.0|2700.0|720.0|1367.0|1378.0||||||
||2017||1500.0|1500.0||2000.0|1500.0||500.0|3500.0|1366.0||2000.0|500.0|756.0||3250.0|1500.0|||||2000.0|2500.0|760.0|1500.0|1378.0||||||
||2018||1500.0|1850.0||3000.0|1500.0||2000.0|3000.0|1366.0||2000.0|500.0|||3250.0|1500.0|||||2000.0|2500.0|800.0|1500.0|1378.0||||||
||2019|4000.0|1500.0|2000.0||3000.0|1500.0||2000.0|3000.0|1370.0||2000.0|500.0|||3250.0|1500.0|||||2000.0|2500.0|800.0|1500.0|1378.0||||||
||2020|4000.0|1500.0|2000.0||3000.0|1500.0||2100.0|3000.0|2000.0||2000.0|529.0|519.0||3300.0|1500.0|||||2000.0|2500.0|818.0|2200.0|1311.0|||||5000.0|
||2021|4000.0|1500.0|2100.0||3000.0|1299.0||1850.0|3000.0|2500.0||2000.0|657.0|500.0||3300.0|1500.0||1800.0|||1879.0|2231.0|818.0|1700.0|1311.0|||||4914.0|
|Verim ve 01.25.19.00.05. (Böğürtlen) - Kg/Dekar|2020||||||||600.0|||||||||||||||||0.0|||||||
||2021||||||||400.0||||||||1500.0|||||||||0.0|||||||
|Verim ve 01.25.19.00.06. (Dut) - Kg/Meyve Veren Ağaç|2015||18.0|20.0||25.0|10.0|13.0||||10.0|0.0|10.0|||||26.0||17.0|17.0|10.0|||25.0|23.0||||||
||2016||20.0|24.0||25.0|10.0|13.0||||10.0|14.0|11.0|||||26.0||13.0|17.0|10.0|||30.0|22.0||||||
||2017||20.0|30.0||25.0|10.0|13.0||||10.0|13.0|10.0|||||25.0||11.0|17.0|20.0|||30.0|22.0||||||
||2018||20.0|29.0||25.0|10.0|13.0|||||13.0|10.0|||||25.0||11.0|16.0|20.0|||30.0|22.0||||||
||2019||20.0|29.0||25.0|10.0|13.0|||||13.0|10.0|||||25.0||11.0|16.0|21.0|||30.0|22.0||||||
||2020||20.0|31.0||31.0|12.0|13.0|||||13.0|10.0|||||25.0||11.0|16.0|20.0|||30.0|22.0||||||
||2021||20.0|31.0||30.0|10.0|13.0|||||13.0|1.0|||||23.0||11.0|16.0|19.0|||30.0|22.0||||||
|Verim ve 01.25.31.00.00. (Badem) - Kg/Meyve Veren Ağaç|2015||6.0||31.0|0.0|5.0|28.0|||29.0||12.0|8.0|3.0||5.0|12.0|25.0|23.0|14.0|7.0|5.0|20.0|8.0|1.0|7.0|7.0||0.0||2.0|
||2016||5.0||27.0|13.0|6.0|24.0|||30.0||10.0|7.0|13.0||11.0|10.0|21.0|20.0|9.0|6.0|5.0|13.0|7.0|13.0|7.0|4.0||0.0||4.0|
||2017||2.0||25.0|13.0|8.0|24.0|||32.0||9.0|5.0|13.0||9.0|10.0|22.0|20.0|10.0|5.0|12.0|9.0|7.0|9.0|8.0|6.0||0.0|40.0|5.0|
||2018||1.0||24.0|12.0|10.0|22.0|||21.0||8.0|6.0|11.0||8.0|10.0|20.0|19.0|7.0|5.0|10.0|8.0|7.0|8.0|7.0|5.0||0.0|20.0|4.0|
||2019|50.0|1.0|10.0|13.0|15.0|13.0|28.0|||32.0||13.0|8.0|13.0||10.0|12.0|25.0|25.0|9.0|6.0|15.0|10.0|8.0|2.0|11.0|8.0||38.0|22.0|6.0|
||2020|50.0|3.0|10.0|13.0|15.0|14.0|28.0||0.0|32.0|0.0|13.0|12.0|13.0||11.0|13.0|27.0|25.0|7.0|6.0|14.0|10.0|10.0|15.0|11.0|10.0||38.0|22.0|7.0|
||2021|50.0|5.0|12.0|13.0|15.0|8.0|28.0||0.0|34.0|0.0|12.0|2.0|13.0||14.0|13.0|25.0|25.0|7.0|6.0|14.0|10.0|10.0|2.0|11.0|12.0||35.0|13.0|7.0|
|Verim ve 01.25.34.00.00. (Şam Fıstığı (Antep Fıstığı)) - Kg/Meyve Veren Ağaç|2015||||||2.0|||||0.0|||11.0||||||||||||||||||
||2016||||||2.0|||||0.0|||10.0||||||||||||||||||
||2017||||||2.0|||||0.0|||7.0||||||||||||||||||
||2018||||||2.0||||||||7.0||||||||||||||||||
||2019||||||2.0||||||||7.0||||||||||||||||||
||2020||||||2.0||||||||9.0||||||||||||||||||
||2021||||||2.0||||||||8.0||||||||||||||||||
|Verim ve 01.25.35.00.00. (Ceviz) - Kg/Meyve Veren Ağaç|2015|25.0|9.0|18.0|32.0|5.0|9.0|34.0|16.0||90.0||54.0|7.0|16.0|32.0|4.0|23.0|27.0|18.0|24.0|13.0|9.0|67.0|41.0|5.0|22.0|17.0||13.0||3.0|
||2016|14.0|9.0|18.0|28.0|17.0|13.0|32.0|15.0||70.0||48.0|6.0|35.0|35.0|16.0|22.0|23.0|16.0|19.0|11.0|7.0|18.0|39.0|26.0|19.0|13.0||26.0|0.0|9.0|
||2017|14.0|3.0|27.0|29.0|18.0|16.0|34.0|16.0||62.0||49.0|5.0|36.0|35.0|15.0|22.0|22.0|16.0|18.0|11.0|22.0|13.0|36.0|9.0|18.0|9.0||23.0|0.0|8.0|
||2018|29.0|3.0|49.0|26.0|16.0|16.0|31.0|15.0|24.0|51.0||45.0|8.0|29.0|31.0|14.0|21.0|20.0|13.0|14.0|10.0|18.0|12.0|29.0|12.0|17.0|8.0||21.0|49.0|8.0|
||2019|25.0|3.0|49.0|26.0|15.0|13.0|24.0|15.0|24.0|42.0||37.0|7.0|24.0|31.0|11.0|20.0|16.0|13.0|11.0|8.0|20.0|10.0|23.0|8.0|14.0|7.0||17.0|41.0|7.0|
||2020|25.0|3.0|50.0|26.0|20.0|15.0|24.0|15.0|26.0|45.0||36.0|15.0|20.0|39.0|15.0|20.0|17.0|12.0|11.0|8.0|20.0|12.0|21.0|30.0|14.0|8.0|17.0|18.0|42.0|10.0|
||2021|25.0|5.0|50.0|26.0|20.0|10.0|24.0|12.0|26.0|45.0||35.0|13.0|20.0|28.0|18.0|20.0|18.0|12.0|15.0|11.0|19.0|12.0|20.0|30.0|14.0|10.0|17.0|20.0|37.0|11.0|
|Verim ve 01.25.90.00.02. (Muşmula) - Kg/Meyve Veren Ağaç|2015|||||25.0|||||||||||20.0||||||||||||||||
||2016|||||25.0|||||||||||20.0||||||||||||||||
||2017|||||25.0|||||||||||20.0||||||||||||||||
||2018|||||25.0|||||||||||20.0||||||||||||||||
||2019|||||25.0|||||||||||||||||||||||||||
||2020|||||25.0|||||||||||||||||||||||||||
||2021|||||25.0|||||||||||||||||||||||||||
|Verim ve 01.25.90.00.03. (Nar) - Kg/Meyve Veren Ağaç|2015|||||||||||||6.0|8.0||||||||||||||||||
||2016|||||||||||||6.0|0.0||||||||||||||||||
||2017|||||||||||||6.0|||||||||||||||||||
||2018|||||||||||||7.0|||||||||||||||||||
||2019|||||||||||||5.0|||||||||||||||||||
||2020|||||||||||||5.0|0.0||||||||||||||||||
||2021|||||||||||||10.0|0.0||||||||||||||||||
|Verim ve 01.25.90.00.04. (Trabzon Hurması (Cennet Elması)) - Kg/Meyve Veren Ağaç|2019||||||||||||0.0||||||||||||||||||||
|Verim ve 01.28.14.00.01. (Anason, İşlenmemiş) - Kg/Dekar|2015|||||||||||||||||40.0||||||50.0||||||75.0|||
||2016|||||||||||||||||40.0||||||||||40.0||80.0|||
||2017|||||||||||||||||40.0||||||50.0||||50.0||80.0|||
||2018|||||||||||||||||40.0||||60.0||52.0||||45.0||81.0|69.0||
||2019|||90.0||||90.0||||||||||40.0|80.0|||30.0||20.0||||60.0||80.0|80.0||
||2020|||94.0||||90.0||||||||||40.0|80.0|||30.0||25.0||||80.0||80.0|86.0||
||2021|||||||90.0||||||||||40.0|85.0|||20.0||20.0||||60.0||80.0|89.0||
|Verim ve 01.28.14.00.02. (Kimyon, İşlenmemiş) - Kg/Dekar|2015||20.0||120.0|||80.0|||||60.0|||||40.0|80.0||68.0|60.0||60.0|65.0|||72.0||70.0|106.0||
||2016||||120.0|||80.0|||||60.0|||||45.0|80.0||50.0|80.0||60.0|50.0|||30.0||70.0|50.0||
||2017||||120.0|||80.0|||||60.0|||||45.0|80.0||70.0|80.0||60.0|70.0|||30.0||70.0|51.0||
||2018||||121.0|||80.0|||||60.0|||||45.0|80.0||71.0|70.0||40.0|70.0|||36.0||69.0|70.0||
||2019||||120.0|||80.0||||27.0|70.0|||||60.0|80.0|40.0|70.0|60.0||40.0|70.0|||43.0||60.0|80.0||
||2020||||100.0|||80.0||||25.0|70.0|||||60.0|80.0||70.0|60.0||50.0|68.0|||80.0||60.0|82.0|50.0|
||2021||||101.0|||80.0||||0.0|3.0|||67.0||60.0|85.0||68.0|30.0||20.0|73.0|||60.0||60.0|79.0|0.0|
|Verim ve 01.28.14.00.03. (Rezene, İşlenmemiş) - Kg/Dekar|2018||||||||||||||||||||||||||||||150.0||
||2019||||100.0||||||||||||||50.0|||||||||151.0||60.0|150.0||
||2020||||120.0|||||||||||||||||||||||200.0||65.0|150.0||
||2021||||121.0|||||||||||||||||||||||170.0||65.0|80.0||
|Verim ve 01.28.14.00.04. (Kişniş, İşlenmemiş) - Kg/Dekar|2015|||||||||||||||||||||||||||||70.0|||
||2016||||||||||||||||||133.0|||||||||||70.0|||
||2017|||||||||||||||||||||||||||||69.0|||
||2018|||||||||||||||||||||||||||||70.0|||
||2019||||||||||||||||||100.0|||||||||||60.0|||
||2020||||||||||||||||||63.0|||||||||||61.0|||
||2021||||||||||||||||||75.0|||||||||||63.0|||
|Verim ve 01.28.19.00.01. (Kekik, İşlenmemiş) - Kg/Dekar|2019|||||||||||46.0|0.0||||||||||||||||||||
||2020||||||||88.0||||||||||||||||||||||||
||2021||||||||73.0||||600.0||||||||||||||||||||
|Verim ve 01.28.19.00.08. (Çörek Otu Tohumu) - Kg/Dekar|2015||20.0|||||70.0|||||||||||||150.0||||||||||||
||2016||40.0||200.0|||70.0||||||79.0||||60.0|152.0||82.0|||73.0||||||160.0|||
||2017||42.0||200.0|||70.0||||||73.0||||60.0|||106.0|95.0||71.0|150.0|||70.0||109.0|||
||2018||42.0|||||70.0||||||100.0||||60.0|||100.0|100.0||60.0||||64.0||160.0|||
||2019||40.0|80.0||||70.0||||||||||70.0|180.0|62.0|167.0|44.0||40.0||||67.0||160.0|200.0||
||2020||40.0|76.0||||70.0||||||||||70.0|179.0||167.0|44.0||50.0|85.0|||80.0||79.0|211.0|91.0|
||2021||40.0|79.0||||70.0||||||||||70.0|171.0||147.0|29.0||25.0|67.0|||71.0||80.0|101.0|67.0|
|Üretim Miktarı ve 01.21.11.01.01. (Sofralık Üzüm, Çekirdekli) - Ton|2015|466.0|296.0|192.0|107.0|47.0|4440.0|7.0|26.0|44.0|2220.0|54.0|1110.0|2220.0|7696.0|607.0|414.0|225.0|2.0|258.0|169.0|7.0|533.0|77.0|214.0|558.0|111.0|666.0|0.0|||444.0|
||2016|375.0|269.0|171.0|154.0|200.0|5364.0|9.0|32.0|40.0|1341.0|48.0|1341.0|3218.0|15019.0|733.0|402.0|201.0|2.0|168.0|198.0|6.0|501.0|69.0|191.0|1037.0|105.0|515.0|0.0|||447.0|
||2017|385.0|309.0|117.0|170.0|259.0|5401.0|4.0|2.0|46.0|1381.0|49.0|1543.0|4629.0|15432.0|844.0|360.0|231.0|2.0|173.0|224.0|10.0|555.0|96.0|209.0|1074.0|108.0|538.0|5.0|||360.0|
||2018|14.0|330.0|156.0|13.0|212.0|11807.0|18.0|3.0|96.0|1476.0|52.0|635.0|13379.0|18075.0|209.0|441.0|193.0|2.0|15.0||14.0|257.0|82.0|449.0|1241.0|468.0|658.0|4.0|||315.0|
||2019|13.0|268.0|127.0|30.0|182.0|8088.0|16.0|3.0|39.0|1281.0|43.0|525.0|7665.0|15008.0|631.0|383.0|167.0|2.0|76.0||12.0|179.0|71.0|391.0|1108.0|406.0|484.0|4.0|||265.0|
||2020|15.0|309.0|654.0|31.0|375.0|8024.0|18.0|3.0|45.0|1463.0|49.0|525.0|8010.0|17278.0|535.0|387.0|167.0|3.0|75.0||30.0|1000.0|71.0|8.0|1276.0|400.0|767.0|5.0|||281.0|
||2021|14.0|277.0|499.0|28.0|336.0|9351.0|16.0|2.0|40.0|2045.0|24.0|468.0|5918.0|17033.0|473.0|311.0|61.0|7.0|45.0||27.0|883.0|36.0|8.0|1144.0|372.0|737.0|4.0|||252.0|
|Üretim Miktarı ve 01.21.11.01.02. (Sofralık Üzüm, Çekirdeksiz) - Ton|2015||||18.0||||||||||||||||||28.0||||||||||
||2016||||24.0||||||||||||||||||28.0||||1.0||||||
||2017||||29.0||||||||||||||||||30.0||||1.0||||||
||2018||||1.0||||||||||||||||||14.0||||||||||
||2019||||1.0||||||||||||||||||17.0||||||||||
||2020||||1.0||||||||||||||||||51.0||||||||||
||2021||||1.0||||||||||||||||||45.0||||||||||
|Üretim Miktarı ve 01.21.12.01.01. (Şaraplık Üzümler) - Ton|2015|||||||||||||||1078.0|||||||24.0||||||||||
||2016|||||||||||||||1078.0|||||||20.0||||||||||
||2017|||||||||||||||1265.0|||||||28.0||||||||||
||2018|||||||||||||||354.0|||||||35.0||||||||||
||2019|||||||||||||||1013.0|||||||26.0||||||||||
||2020|||||||||||||||1181.0|||||||27.0||||||||||
||2021|||||||||||||||765.0|10.0||||||24.0||||||||||
|Üretim Miktarı ve 01.21.12.02.01. (Kurutmalık Üzüm, Çekirdekli) - Ton|2015|90.0||36.0|||184.0|||||||3286.0|22630.0||||||||280.0|||150.0|90.0||||||
||2016|||43.0|||221.0|||||||5760.0|32400.0||||||||336.0|||180.0|109.0||||||
||2017|||34.0|||182.0|||||||3893.0|30035.0||||||||311.0|||151.0|122.0||||||
||2018|||30.0|||494.0|||||||16401.0|62325.0||||||||172.0|||259.0|24.0||||||
||2019|||21.0|||71.0|||||||7654.0|43248.0||||||||119.0|||242.0|28.0||||||
||2020|||97.0|||52.0|||||||7700.0|35724.0||||||||512.0|||231.0|||||||
||2021|||77.0|||61.0|||||||3847.0|35283.0||||||||452.0|||207.0|||||||
|Üretim Miktarı ve 01.21.12.02.02. (Kurutmalık Üzüm, Çekirdeksiz) - Ton|2016||||||||||||||||||||||||||1.0||||||
||2017||||||||||||||||||||||||||1.0||||||
|Üretim Miktarı ve 01.24.10.00.01. (Elma (Golden)) - Ton|2015|2138.0|9.0|730.0|51.0|1860.0|4219.0|320.0|447.0|14.0|736.0|55.0|2496.0|168.0|220.0|90.0|326.0|576.0|180.0|14.0|361.0|136.0|590.0|59.0|119.0|76.0|323.0|15.0|1666.0|197.0|350.0|443.0|
||2016|2039.0|9.0|636.0|49.0|780.0|4426.0|306.0|428.0|3.0|741.0|820.0|3587.0|169.0|258.0|96.0|216.0|587.0|165.0|13.0|292.0|130.0|774.0|62.0|114.0|147.0|304.0|14.0|2788.0|176.0|115.0|399.0|
||2017|6020.0|72.0|691.0|51.0|828.0|5093.0|320.0|472.0|3.0|833.0|1074.0|3792.0|153.0|257.0|103.0|211.0|614.0|165.0|14.0|289.0|136.0|696.0|67.0|120.0|155.0|304.0|15.0|2916.0|178.0|93.0|401.0|
||2018|5160.0|76.0|4105.0|51.0|850.0|6945.0|320.0|472.0|3.0|833.0|2000.0|3812.0|162.0|257.0|92.0|214.0|682.0|165.0|14.0|289.0|136.0|701.0|68.0|113.0|126.0|304.0|14.0|2916.0|178.0|35.0|194.0|
||2019|3960.0|73.0|3642.0|51.0|911.0|5785.0|320.0|478.0|3.0|867.0|3000.0|3832.0|165.0|270.0|92.0|214.0|682.0|165.0|14.0|289.0|136.0|736.0|68.0|112.0|178.0|304.0|14.0|2919.0||28.0|194.0|
||2020|3960.0|73.0|3676.0|51.0|1030.0|6479.0|320.0|509.0|3.0|868.0|1788.0|3832.0|165.0|236.0|92.0|221.0|682.0|176.0|14.0|289.0|136.0|748.0|68.0|113.0|179.0|321.0|15.0|2335.0||27.0|194.0|
||2021|3984.0|73.0|3682.0|51.0|1030.0|4628.0|320.0|398.0|3.0|565.0|1925.0|3840.0|153.0|194.0|92.0|243.0|682.0|162.0|18.0|291.0|136.0|765.0|78.0|93.0|230.0|337.0|25.0|1823.0||16.0|180.0|
|Üretim Miktarı ve 01.24.10.00.02. (Elma (Starking)) - Ton|2015|885.0|3.0|678.0|81.0|640.0|2520.0|300.0|444.0|3.0|500.0|42.0|2738.0|153.0|561.0|225.0|358.0|808.0|638.0|132.0|590.0|55.0|1052.0|15.0|196.0|115.0|252.0|36.0|2525.0|255.0|1000.0|300.0|
||2016|795.0|2.0|556.0|73.0|719.0|2610.0|270.0|400.0|1.0|450.0|27.0|3947.0|149.0|601.0|225.0|234.0|745.0|554.0|119.0|448.0|50.0|1296.0|14.0|176.0|223.0|222.0|29.0|3974.0|257.0|36.0|258.0|
||2017|2399.0|16.0|679.0|81.0|815.0|3187.0|300.0|444.0|1.0|450.0|37.0|5581.0|143.0|601.0|260.0|228.0|827.0|614.0|132.0|472.0|53.0|1159.0|16.0|185.0|258.0|222.0|29.0|4085.0|265.0|33.0|276.0|
||2018|2058.0|25.0|3761.0|81.0|784.0|4350.0|300.0|444.0|1.0|450.0||9181.0|158.0|588.0|234.0|228.0|920.0|615.0|116.0|459.0|53.0|1137.0|25.0|103.0|263.0|222.0|29.0|4088.0|265.0|11.0|48.0|
||2019|1920.0|19.0|3787.0|81.0|900.0|3500.0|300.0|444.0|1.0|450.0||13181.0|157.0|588.0|234.0|215.0|920.0|615.0|116.0|459.0|53.0|1137.0|25.0|103.0|313.0|222.0|28.0|4153.0||9.0|48.0|
||2020|1920.0|19.0|3803.0|81.0|1020.0|3920.0|300.0|488.0|1.0|500.0||13261.0|170.0|504.0|234.0|229.0|920.0|654.0|133.0|459.0|53.0|1251.0|25.0|108.0|315.0|230.0|27.0|3059.0||9.0|48.0|
||2021|1920.0|19.0|3811.0|81.0|1030.0|2800.0|300.0|370.0|1.0|500.0||13260.0|159.0|434.0|234.0|236.0|920.0|611.0|166.0|462.0|53.0|1255.0|29.0|106.0|405.0|241.0|25.0|2452.0||5.0|44.0|
|Üretim Miktarı ve 01.24.10.00.03. (Elma (Amasya)) - Ton|2015|140.0||479.0||41.0|1350.0||182.0|3.0|660.0||34.0||165.0|2025.0|12.0|||12.0|4.0||190.0|1.0|25.0|29.0|170.0||240.0||6.0|63.0|
||2016|137.0||444.0||42.0|1283.0||185.0|1.0|617.0||35.0||159.0|1985.0|12.0|||12.0|4.0||200.0|4.0|25.0|51.0|166.0||407.0||5.0|63.0|
||2017|378.0||432.0||27.0|1401.0||182.0|1.0|625.0||28.0||160.0|1876.0|11.0|||12.0|3.0||173.0|4.0|25.0|50.0|166.0||400.0||13.0|62.0|
||2018|324.0||2454.0||27.0|2100.0||182.0|1.0|616.0||28.0||160.0|1611.0|11.0|||12.0|3.0||104.0|4.0|16.0|51.0|166.0||400.0||4.0|12.0|
||2019|324.0||2526.0||27.0|1750.0||197.0|1.0|606.0||28.0||160.0|801.0||||12.0|3.0||107.0|4.0|16.0|60.0|166.0||402.0||4.0|12.0|
||2020|324.0||2538.0||29.0|1960.0||224.0|1.0|606.0||21.0||120.0|612.0||||12.0|3.0||128.0|4.0|16.0|60.0|170.0||380.0||4.0|12.0|
||2021|324.0||2539.0||29.0|1400.0||170.0|1.0|120.0||11.0||107.0|518.0||||15.0|3.0||130.0|5.0|15.0|69.0|163.0||315.0||2.0|12.0|
|Üretim Miktarı ve 01.24.10.00.04. (Elma (Granny Smith)) - Ton|2015||12.0|135.0||375.0|15.0||379.0||10.0||3841.0|27.0||27.0|43.0|113.0|23.0|1.0|147.0||39.0|30.0|41.0|28.0|19.0|34.0|15.0|||156.0|
||2016||6.0|80.0||234.0|20.0||379.0||14.0||9202.0|42.0||30.0|30.0|122.0|23.0|1.0|124.0||48.0|44.0|41.0|60.0|19.0|34.0|38.0|||153.0|
||2017||46.0|146.0||242.0|22.0||378.0||14.0||9984.0|42.0||32.0|27.0|121.0|23.0|1.0|117.0||48.0|45.0|41.0|64.0|19.0|37.0|37.0|||153.0|
||2018||300.0|901.0||205.0|33.0||379.0||14.0||15950.0|39.0||27.0|28.0|122.0|23.0|1.0|114.0||51.0|49.0|25.0|72.0|19.0|36.0|38.0|||88.0|
||2019||44.0|949.0||158.0|28.0||379.0||14.0||16348.0|39.0||17.0|27.0|122.0|23.0|1.0|111.0||51.0|52.0|25.0|93.0|19.0|36.0|38.0|||88.0|
||2020||44.0|958.0||176.0|31.0||404.0||15.0||16550.0|38.0||17.0|29.0|122.0|23.0|1.0|111.0||54.0|56.0|23.0|94.0|19.0|41.0|29.0|||88.0|
||2021||44.0|960.0||186.0|22.0||306.0||158.0||12548.0|37.0||17.0|29.0|122.0|23.0|5.0|113.0||55.0|52.0|21.0|120.0|19.0|43.0|23.0|||84.0|
|Üretim Miktarı ve 01.24.10.00.99. (Diğer Elmalar) - Ton|2015|68.0|9.0|450.0|9.0||75.0|35.0|602.0|8.0|380.0|144.0|12925.0|50.0|767.0|563.0|319.0|40.0||13.0|122.0|141.0|207.0|68.0|615.0|40.0|183.0|200.0|57.0|132.0||2460.0|
||2016|54.0|6.0|383.0|8.0||91.0|29.0|506.0|3.0|315.0|116.0|36987.0|45.0|780.0|504.0|267.0|34.0||3.0|87.0|397.0|193.0|323.0|517.0|57.0|154.0|176.0|120.0|116.0||2126.0|
||2017|178.0|56.0|55.0|9.0||120.0|35.0|600.0|3.0|336.0|179.0|498.0|41.0|809.0|588.0|258.0|39.0||3.0|97.0|418.0|227.0|346.0|498.0|68.0|153.0|249.0|132.0|121.0||2177.0|
||2018|153.0|480.0|879.0|9.0||180.0|35.0|602.0|3.0|330.0||114500.0|46.0|857.0|477.0|273.0|44.0||2181.0|95.0|1544.0|226.0|399.0|540.0|81.0|154.0|251.0|133.0|121.0||2286.0|
||2019|153.0|114.0|897.0|9.0||150.0|35.0|630.0|3.0|300.0||129030.0|680.0|666.0|248.0|273.0|44.0||2181.0|95.0|1544.0|233.0|370.0|540.0|81.0|154.0|261.0|136.0|120.0||2286.0|
||2020|153.0|114.0|993.0|9.0||168.0|35.0|700.0|3.0|300.0||129404.0|680.0|524.0|248.0|302.0|44.0||2909.0|95.0|1544.0|225.0|407.0|567.0|74.0|153.0|262.0|102.0|93.0||2286.0|
||2021|153.0|114.0|1001.0|9.0||120.0|35.0|513.0|3.0|280.0||133424.0|545.0|449.0|248.0|331.0|44.0||7272.0|154.0|1544.0|229.0|447.0|567.0|73.0|159.0|306.0|48.0|109.0||2100.0|
|Üretim Miktarı ve 01.24.21.00.00. (Armut) - Ton|2015|15.0|14.0|303.0|33.0|210.0|130.0|90.0|92.0||180.0|14.0|823.0|33.0|96.0|76.0|196.0|375.0|114.0|46.0|26.0||684.0|56.0|55.0|101.0|25.0|30.0|2.0|4.0|250.0|195.0|
||2016|11.0|12.0|284.0|29.0|195.0|124.0|86.0|83.0||179.0|431.0|1039.0|31.0|172.0|82.0|116.0|398.0|117.0|44.0|21.0||529.0|53.0|52.0|182.0|25.0|31.0|11.0|4.0|239.0|174.0|
||2017|36.0|50.0|274.0|30.0|129.0|143.0|90.0|89.0||210.0|566.0|1330.0|30.0|176.0|88.0|117.0|417.0|140.0|46.0|21.0||630.0|58.0|55.0|230.0|25.0|20.0|12.0|4.0|900.0|175.0|
||2018|24.0|51.0|585.0|30.0|135.0|150.0|90.0|89.0||210.0|1520.0|6316.0|33.0|176.0|78.0|110.0|417.0|166.0|46.0|20.0||648.0|64.0|48.0|209.0|25.0|18.0|12.0|5.0|195.0|60.0|
||2019|36.0|51.0|617.0|30.0|135.0|130.0|90.0|90.0||210.0|2280.0|7816.0|26.0|180.0|78.0|110.0|417.0|175.0|44.0|20.0||651.0|62.0|50.0|249.0|25.0|15.0|13.0||180.0|60.0|
||2020|40.0|53.0|577.0|30.0|140.0|163.0|90.0|90.0||252.0|1300.0|6255.0|66.0|123.0|78.0|119.0|417.0|182.0|46.0|20.0||617.0|62.0|52.0|272.0|25.0|20.0|12.0||173.0|62.0|
||2021|40.0|53.0|539.0|30.0|149.0|130.0|90.0|75.0||270.0|1300.0|2150.0|60.0|132.0|78.0|123.0|417.0|167.0|46.0|21.0||516.0|55.0|52.0|311.0|24.0|21.0|10.0||74.0|62.0|
|Üretim Miktarı ve 01.24.22.00.00. (Ayva) - Ton|2015||2.0|91.0|8.0|96.0|25.0|5.0|15.0||||15.0|9.0|106.0||34.0|132.0|32.0|6.0|21.0|35.0|11.0||26.0|50.0|7.0||||3.0|15.0|
||2016||1.0|68.0|6.0|66.0|21.0|3.0|10.0||||10.0|8.0|94.0||21.0|107.0|22.0|4.0|12.0|24.0|10.0||18.0|37.0|5.0||||2.0|11.0|
||2017||3.0|114.0|8.0|96.0|38.0|5.0|15.0||||15.0|7.0|116.0||22.0|158.0|29.0|6.0|17.0|35.0|15.0||22.0|58.0|5.0||||8.0|16.0|
