|||Sütunlar|||||||||||||||||||||||||||||||
Satırlar|||Konya(Ahırlı)-1868|Konya(Akören)-1753|Konya(Akşehir)-1122|Konya(Altınekin)-1760|Konya(Beyşehir)-1188|Konya(Bozkır)-1207|Konya(Cihanbeyli)-1222|Konya(Derbent)-1907|Konya(Derebucak)-1789|Konya(Doğanhisar)-1285|Konya(Emirgazi)-1920|Konya(Ereğli)-1312|Konya(Güneysınır)-1933|Konya(Hadim)-1375|Konya(Halkapınar)-1937|Konya(Hüyük)-1804|Konya(Ilgın)-1400|Konya(Kadınhanı)-1422|Konya(Karapınar)-1441|Konya(Karatay)-1814|Konya(Kulu)-1491|Konya(Meram)-1827|Konya(Sarayönü)-1598|Konya(Selçuklu)-1839|Konya(Seydişehir)-1617|Konya(Taşkent)-1848|Konya(Tuzlukçu)-1990|Konya(Yalıhüyük)-1994|Konya(Yunak)-1735|Konya(Çeltik)-1902|Konya(Çumra)-1262|
||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||
||2018||3.0|19.0|8.0|98.0|40.0|5.0|15.0||||14.0|7.0|116.0||23.0|158.0|29.0|6.0|17.0|35.0|16.0||19.0|71.0|5.0||||3.0|5.0|
||2019||3.0|20.0|8.0|98.0|40.0|5.0|15.0||||14.0|7.0|116.0|||158.0|28.0|8.0|17.0|35.0|18.0||19.0|75.0|5.0||||3.0|5.0|
||2020||3.0|19.0|8.0|98.0|43.0|5.0|15.0||||138.0|12.0|155.0|||158.0|29.0|6.0|15.0|35.0|17.0||19.0|89.0|5.0||||3.0|5.0|
||2021||3.0|20.0|8.0|114.0|40.0|5.0|13.0||||254.0|12.0|168.0|||158.0|24.0|6.0|15.0|122.0|18.0||19.0|81.0|5.0||||1.0|5.0|
|Üretim Miktarı ve 01.24.23.00.01. (Kayısı) - Ton|2015|42.0|3.0|146.0|196.0|138.0||190.0|14.0||30.0||1203.0|14.0|16.0|105.0||317.0|149.0|49.0|217.0|112.0|547.0|81.0|234.0|26.0|14.0|16.0||110.0|20.0|21.0|
||2016||3.0|165.0|184.0|110.0||179.0|19.0||24.0||1201.0|15.0|21.0|132.0||298.0|138.0|46.0|171.0|165.0|677.0|92.0|220.0|51.0|13.0|8.0||103.0|8.0|156.0|
||2017||9.0|168.0|152.0|84.0||148.0|15.0||20.0||1016.0|12.0|17.0|136.0||246.0|109.0|38.0|137.0|128.0|1120.0|80.0|182.0|42.0|10.0|11.0||82.0|10.0|32.0|
||2018||10.0|201.0|169.0|79.0||159.0|17.0||17.0||1127.0|12.0|18.0|140.0||273.0|105.0|42.0|117.0|152.0|1243.0|89.0|172.0|60.0|11.0|12.0||80.0|6.0|70.0|
||2019|4.0|12.0|0.0|196.0|73.0||185.0|20.0||17.0||1308.0|12.0|10.0|162.0||274.0|108.0|49.0|116.0|152.0|1443.0|45.0|178.0|30.0|11.0|10.0|||5.0|68.0|
||2020|4.0|12.0|45.0|196.0|73.0||185.0|21.0||18.0||1311.0|14.0|14.0|162.0||274.0|113.0|49.0|102.0|152.0|1512.0|45.0|158.0|90.0|11.0|13.0|||5.0|66.0|
||2021|4.0|12.0|46.0|196.0|77.0||185.0|17.0||10.0||1230.0|34.0|13.0|113.0|9.0|269.0|128.0|48.0|106.0|177.0|1512.0|42.0|150.0|81.0|11.0|13.0|||4.0|66.0|
|Üretim Miktarı ve 01.24.23.00.02. (Zerdali) - Ton|2015|||||||||||||||||68.0|12.0||2.0||135.0||3.0||||||||
||2016|||||||||||||||||68.0|11.0||1.0||||3.0||||||||
||2017|||||||||||||||||68.0|9.0||1.0||||3.0||||||||
||2018|||||||||||||||||68.0|9.0||1.0||||3.0||||||||
||2019|||||||||||||||||68.0|9.0||1.0||||||||||||
||2020|||||||||||||||||68.0|9.0||1.0||||||||||||
||2021|||||||||||||||||68.0|8.0||1.0||||||||||||
|Üretim Miktarı ve 01.24.24.00.01. (Kiraz) - Ton|2015|116.0|70.0|10387.0|31.0|464.0|223.0|14.0|130.0|14.0|555.0||14333.0|389.0|9464.0|3194.0|346.0|229.0|167.0|66.0|56.0|68.0|494.0|28.0|214.0|341.0|2106.0|33.0|24.0|169.0|228.0|132.0|
||2016|101.0|36.0|13553.0|31.0|415.0|401.0|14.0|134.0|41.0|563.0||13296.0|357.0|17119.0|3705.0|511.0|211.0|144.0|58.0|46.0|75.0|518.0|46.0|220.0|479.0|2117.0|28.0|23.0|174.0|8.0|1002.0|
||2017|48.0|19.0|12084.0|33.0|504.0|485.0|15.0|150.0|44.0|564.0||14220.0|288.0|18250.0|4010.0|559.0|225.0|137.0|62.0|46.0|75.0|756.0|50.0|238.0|89.0|2133.0|23.0|24.0|177.0|8.0|978.0|
||2018|96.0|78.0|25398.0|33.0|410.0|570.0|15.0|150.0|44.0|564.0||12555.0|336.0|18750.0|3614.0|599.0|225.0|140.0|62.0|46.0|75.0|758.0|50.0|168.0|458.0|2133.0|23.0|24.0|177.0|5.0|648.0|
||2019|96.0|78.0|25053.0|33.0|410.0|513.0|15.0|161.0|44.0|600.0||12558.0|563.0|18753.0|3712.0|577.0|225.0|140.0|62.0|46.0|75.0|758.0|156.0|171.0|583.0|2133.0|23.0|24.0||4.0|647.0|
||2020|96.0|78.0|21080.0|37.0|410.0|570.0|15.0|194.0|41.0|600.0||12330.0|505.0|18745.0|3668.0|600.0|225.0|154.0|62.0|39.0|75.0|851.0|156.0|158.0|597.0|2099.0|27.0|22.0||4.0|648.0|
||2021|96.0|78.0|21246.0|37.0|435.0|285.0|15.0|158.0|25.0|440.0||11115.0|566.0|9375.0|2599.0|258.0|225.0|141.0|72.0|66.0|75.0|860.0|137.0|140.0|707.0|2099.0|32.0|10.0||2.0|648.0|
|Üretim Miktarı ve 01.24.24.00.02. (Vişne) - Ton|2015|16.0|22.0|15500.0|60.0|900.0|36.0|8.0|17.0||8200.0||1719.0|21.0|22.0|244.0|161.0|238.0|24.0|41.0|40.0|26.0|309.0|9.0|8.0|27.0|4.0|36.0|11.0|891.0|60.0||
||2016||16.0|15440.0|59.0|952.0|49.0|8.0|20.0||6453.0||1700.0|29.0|23.0|274.0|266.0|235.0|22.0|41.0|32.0|26.0|245.0|9.0|8.0|28.0|4.0|37.0|11.0|914.0|65.0||
||2017||16.0|18656.0|60.0|813.0|56.0|8.0|20.0||6525.0||1665.0|27.0|27.0|275.0|222.0|238.0|22.0|41.0|30.0|26.0|301.0|8.0|8.0|29.0|4.0|30.0|10.0|927.0|120.0||
||2018||24.0|18827.0|60.0|750.0|59.0|8.0|20.0||6525.0||1665.0|41.0|27.0|284.0|218.0|238.0|22.0|302.0|28.0|26.0|251.0|14.0|8.0|29.0|4.0|31.0|10.0|927.0|53.0||
||2019||24.0|18835.0|60.0|450.0|62.0|8.0|20.0||6522.0||1665.0|10.0|27.0|252.0|218.0|238.0|22.0|302.0|26.0|26.0|249.0|48.0|10.0|44.0|4.0|29.0|10.0||42.0||
||2020||24.0|20755.0|60.0|463.0|68.0|8.0|21.0||5800.0||1665.0|11.0|22.0|208.0|230.0|238.0|23.0|402.0|26.0|26.0|284.0|48.0|10.0|45.0|4.0|33.0|9.0||39.0||
||2021||24.0|20958.0|60.0|475.0|37.0|8.0|20.0||6000.0||1598.0|11.0|22.0|164.0|84.0|238.0|25.0|704.0|122.0|26.0|275.0|48.0|10.0|55.0|4.0|32.0|5.0||28.0||
|Üretim Miktarı ve 01.24.25.00.00. (Şeftali) - Ton|2015||1.0|155.0|13.0|94.0|22.0|7.0|8.0||10.0||190.0|100.0|666.0|54.0|4.0|84.0|8.0|6.0|72.0|16.0|680.0|1.0|31.0|30.0|18.0||11.0|60.0||30.0|
||2016||1.0|237.0|12.0|89.0|57.0|7.0|8.0||10.0||220.0|102.0|836.0|58.0|4.0|80.0|7.0|6.0|48.0|15.0|514.0|5.0|30.0|92.0|19.0||11.0|57.0||110.0|
||2017||4.0|245.0|13.0|87.0|60.0|7.0|10.0||10.0||230.0|91.0|805.0|61.0|4.0|84.0|7.0|6.0|50.0|16.0|744.0|6.0|31.0|116.0|19.0||10.0|58.0||115.0|
||2018||4.0|165.0|13.0|90.0|63.0|7.0|10.0||10.0||250.0|89.0|828.0|54.0|4.0|84.0|7.0|6.0|45.0|16.0|746.0|6.0|29.0|150.0|19.0||10.0|58.0||122.0|
||2019||4.0|169.0|13.0|90.0|76.0|7.0|10.0||10.0||483.0|69.0|900.0|54.0|7.0|84.0|7.0|6.0|45.0|16.0|746.0|6.0|30.0|195.0|19.0||10.0|||122.0|
||2020||4.0|164.0|13.0|96.0|76.0|7.0|11.0||10.0||473.0|61.0|315.0|54.0|8.0|84.0|7.0|6.0|32.0|16.0|848.0|6.0|27.0|235.0|20.0||10.0||0.0|122.0|
||2021||4.0|170.0|13.0|101.0|38.0|7.0|11.0||6.0||257.0|56.0|283.0|54.0|6.0|84.0|7.0|6.0|188.0|16.0|806.0|8.0|27.0|276.0|20.0||5.0||0.0|122.0|
|Üretim Miktarı ve 01.24.26.00.00. (Nektarin) - Ton|2015||2.0||||||||4.0|||2.0|||||||||||||||||||
||2016||1.0||||||||4.0|||2.0|||||||||||||||||||
||2017||1.0||||||||4.0|||2.0|||||||||||||||||||
||2018||6.0||||||||4.0|||3.0|||||||||||||||||||
||2019||6.0|63.0|||||||4.0|||3.0|||||||||||||||||||
||2020||4.0|66.0||||||||||3.0|||||||||||||||||||
||2021||4.0|65.0||||||||||3.0|||||||||||||||||||
|Üretim Miktarı ve 01.24.27.00.00. (Erik) - Ton|2015|34.0|4.0|2104.0|30.0|473.0|248.0|20.0|98.0||17.0||434.0|17.0|86.0|42.0|88.0|159.0|88.0|24.0|51.0|15.0|543.0|17.0|140.0|174.0|34.0||40.0|132.0|41.0|18.0|
||2016|29.0|4.0|2093.0|30.0|433.0|296.0|2.0|97.0||17.0||572.0|16.0|66.0|45.0|111.0|157.0|79.0|24.0|40.0|15.0|519.0|23.0|138.0|277.0|34.0||52.0|120.0|20.0|134.0|
||2017|57.0|15.0|2098.0|30.0|438.0|352.0|2.0|98.0||17.0||565.0|22.0|69.0|47.0|96.0|228.0|75.0|24.0|38.0|15.0|752.0|28.0|140.0|284.0|34.0||53.0|121.0|16.0|73.0|
||2018|68.0|15.0|6053.0|30.0|436.0|528.0|2.0|98.0||17.0||565.0|53.0|69.0|42.0|98.0|159.0|75.0|24.0|36.0|15.0|752.0|33.0|141.0|285.0|34.0||53.0|109.0|6.0|75.0|
||2019|1560.0|15.0|6820.0|30.0|373.0|440.0|2.0|98.0||17.0||565.0|23.0|15.0|18.0|98.0|159.0|78.0|24.0|34.0|15.0|762.0|27.0|141.0|330.0|34.0||53.0||5.0|75.0|
||2020|1560.0|15.0|6991.0|30.0|378.0|493.0|2.0|106.0||17.0||565.0|21.0|18.0|18.0|109.0|159.0|81.0|24.0|34.0|15.0|708.0|27.0|136.0|330.0|35.0||55.0||5.0|75.0|
||2021|1560.0|15.0|7060.0|30.0|389.0|440.0|2.0|78.0||135.0||438.0|17.0|18.0|18.0|104.0|159.0|85.0|21.0|35.0|15.0|706.0|28.0|137.0|302.0|32.0||32.0||4.0|75.0|
|Üretim Miktarı ve 01.24.29.00.03. (İğde) - Ton|2015|||||33.0||13.0|||||63.0||||100.0|21.0|6.0|37.0|8.0|5.0|110.0||5.0||||||||
||2016|||||30.0||4.0|||||63.0||||75.0|21.0|5.0|37.0|5.0|8.0|90.0||5.0||||||||
||2017|||||27.0||4.0|||||63.0||||75.0|21.0|5.0|37.0|5.0|8.0|143.0||5.0||||||0.0||
||2018|||||29.0||4.0|||||63.0||||74.0|21.0|5.0|37.0|5.0|9.0|143.0||5.0||||||0.0||
||2019|||||29.0||4.0|||||63.0|||||21.0|5.0|37.0|5.0|9.0|11.0||||||||0.0||
||2020|||||29.0||4.0|||||63.0|||||21.0|5.0|32.0|1.0|9.0|10.0||||||||0.0||
||2021|||||30.0||4.0|||||63.0|||||21.0|5.0|32.0|1.0|9.0|10.0||||||||0.0||
|Üretim Miktarı ve 01.25.12.00.00. (Ahududu) - Ton|2021||||||||||||||||17.0||||||||||||||||
|Üretim Miktarı ve 01.25.13.00.00. (Çilek) - Ton|2015||21.0|1323.0||500.0|150.0||185.0|1225.0|3750.0||77.0|2.0|34.0||16000.0|75.0|3.0||||280.0|30.0|20.0|765.0|68.0||||||
||2016||27.0|2234.0||364.0|137.0||187.0|1594.0|4100.0||79.0|2.0|33.0||17172.0|68.0|||||328.0|27.0|18.0|2050.0|62.0||||||
||2017||30.0|4133.0||400.0|150.0||240.0|1750.0|4098.0||90.0|6.0|34.0||22750.0|105.0|||||380.0|25.0|19.0|3300.0|62.0||||||
||2018||30.0|3928.0||600.0|150.0||960.0|1650.0|4098.0||90.0|6.0|||26325.0|105.0|||||400.0|25.0|4.0|3750.0|62.0||||||
||2019|24.0|30.0|4246.0||600.0|234.0||1080.0|1650.0|4384.0||90.0|9.0|||26650.0|105.0|||||360.0|25.0|8.0|4050.0|62.0||||||
||2020|24.0|30.0|4146.0||615.0|201.0||1134.0|1500.0|6400.0||90.0|9.0|14.0||27123.0|375.0|||||360.0|25.0|18.0|8800.0|59.0|||||175.0|
||2021|40.0|30.0|4494.0||750.0|174.0||999.0|1800.0|8250.0||90.0|23.0|14.0||24420.0|525.0||333.0|||342.0|29.0|18.0|8500.0|59.0|||||172.0|
|Üretim Miktarı ve 01.25.19.00.05. (Böğürtlen) - Ton|2020||||||||3.0|||||||||||||||||0.0|||||||
||2021||||||||2.0||||||||12.0|||||||||0.0|||||||
|Üretim Miktarı ve 01.25.19.00.06. (Dut) - Ton|2015||2.0|20.0||19.0|180.0|4.0||||18.0|0.0|10.0|||||18.0||9.0|5.0|60.0|||38.0|3.0||||||
||2016||2.0|24.0||19.0|180.0|4.0||||18.0|2.0|10.0|||||18.0||7.0|10.0|60.0|||45.0|3.0||||||
||2017||2.0|30.0||19.0|180.0|4.0||||18.0|2.0|9.0|||||16.0||6.0|10.0|199.0|||45.0|3.0||||||
||2018||2.0|15.0||19.0|179.0|4.0|||||2.0|9.0|||||16.0||6.0|11.0|199.0|||45.0|3.0||||||
||2019||2.0|15.0||19.0|180.0|4.0|||||2.0|9.0|||||16.0||6.0|11.0|213.0|||45.0|3.0||||||
||2020||2.0|16.0||23.0|216.0|4.0|||||2.0|9.0|||||16.0||6.0|11.0|203.0|||45.0|3.0||||||
||2021||2.0|16.0||23.0|180.0|4.0|||||2.0|1.0|||||14.0||6.0|11.0|193.0|||45.0|3.0||||||
|Üretim Miktarı ve 01.25.31.00.00. (Badem) - Ton|2015||2.0||23.0|0.0|1.0|14.0|||2.0||6.0|68.0|10.0||54.0|234.0|106.0|27.0|64.0|54.0|178.0|80.0|43.0|10.0|2.0|2.0||0.0||10.0|
||2016||3.0||20.0|121.0|11.0|12.0|||3.0||6.0|70.0|48.0||83.0|201.0|134.0|23.0|43.0|77.0|183.0|143.0|37.0|124.0|2.0|1.0||0.0||26.0|
||2017||1.0||19.0|121.0|14.0|12.0|||3.0||14.0|51.0|52.0||64.0|201.0|140.0|23.0|43.0|75.0|428.0|95.0|37.0|84.0|2.0|2.0||0.0|2.0|26.0|
||2018||2.0||18.0|112.0|18.0|11.0|||2.0||13.0|59.0|42.0||60.0|191.0|153.0|22.0|33.0|72.0|343.0|90.0|73.0|8.0|2.0|2.0||0.0|2.0|12.0|
||2019|10.0|3.0|20.0|13.0|137.0|73.0|14.0|||3.0||20.0|186.0|36.0||73.0|237.0|188.0|29.0|39.0|90.0|527.0|111.0|103.0|3.0|3.0|3.0||19.0|2.0|18.0|
||2020|12.0|8.0|21.0|13.0|137.0|81.0|14.0||0.0|3.0|0.0|23.0|298.0|89.0||81.0|254.0|204.0|29.0|31.0|90.0|484.0|111.0|127.0|20.0|3.0|4.0||361.0|2.0|21.0|
||2021|12.0|13.0|25.0|13.0|158.0|46.0|14.0||0.0|17.0|0.0|52.0|62.0|89.0||104.0|254.0|265.0|29.0|29.0|90.0|490.0|115.0|130.0|3.0|3.0|7.0||333.0|1.0|21.0|
|Üretim Miktarı ve 01.25.34.00.00. (Şam Fıstığı (Antep Fıstığı)) - Ton|2015||||||22.0|||||0.0|||22.0||||||||||||||||||
||2016||||||19.0|||||0.0|||11.0||||||||||||||||||
||2017||||||15.0|||||0.0|||8.0||||||||||||||||||
||2018||||||10.0||||||||4.0||||||||||||||||||
||2019||||||20.0||||||||4.0||||||||||||||||||
||2020||||||19.0||||||||5.0||||||||||||||||||
||2021||||||20.0||||||||5.0||||||||||||||||||
|Üretim Miktarı ve 01.25.35.00.00. (Ceviz) - Ton|2015|5.0|9.0|212.0|48.0|124.0|59.0|24.0|39.0||752.0||145.0|20.0|25.0|284.0|50.0|176.0|43.0|11.0|61.0|42.0|108.0|333.0|193.0|52.0|59.0|23.0||65.0||5.0|
||2016|1.0|10.0|216.0|42.0|522.0|94.0|23.0|37.0||626.0||131.0|18.0|104.0|317.0|194.0|164.0|84.0|10.0|49.0|44.0|87.0|96.0|186.0|308.0|51.0|19.0||145.0|0.0|50.0|
||2017|1.0|3.0|313.0|43.0|577.0|115.0|24.0|38.0||578.0||144.0|15.0|114.0|330.0|193.0|167.0|69.0|10.0|54.0|51.0|280.0|73.0|169.0|107.0|48.0|10.0||129.0|0.0|42.0|
||2018|2.0|3.0|500.0|39.0|551.0|118.0|22.0|36.0|17.0|474.0||151.0|23.0|92.0|300.0|179.0|154.0|84.0|8.0|42.0|51.0|229.0|80.0|170.0|154.0|44.0|9.0||120.0|74.0|43.0|
||2019|37.0|3.0|497.0|39.0|512.0|166.0|17.0|35.0|17.0|386.0||123.0|61.0|66.0|324.0|136.0|152.0|72.0|8.0|32.0|41.0|258.0|64.0|137.0|102.0|36.0|8.0||104.0|57.0|38.0|
||2020|37.0|3.0|574.0|39.0|800.0|192.0|17.0|36.0|18.0|419.0||126.0|140.0|54.0|410.0|193.0|150.0|78.0|7.0|33.0|41.0|264.0|78.0|127.0|380.0|38.0|10.0|1.0|9.0|55.0|52.0|
||2021|38.0|6.0|578.0|39.0|900.0|128.0|17.0|29.0|18.0|504.0||123.0|121.0|55.0|294.0|234.0|150.0|102.0|7.0|45.0|57.0|256.0|80.0|123.0|387.0|37.0|12.0|1.0|10.0|44.0|57.0|
|Üretim Miktarı ve 01.25.90.00.02. (Muşmula) - Ton|2015|||||8.0|||||||||||50.0||||||||||||||||
||2016|||||8.0|||||||||||51.0||||||||||||||||
||2017|||||8.0|||||||||||50.0||||||||||||||||
||2018|||||8.0|||||||||||49.0||||||||||||||||
||2019|||||8.0|||||||||||||||||||||||||||
||2020|||||8.0|||||||||||||||||||||||||||
||2021|||||8.0|||||||||||||||||||||||||||
|Üretim Miktarı ve 01.25.90.00.03. (Nar) - Ton|2015|||||||||||||2.0|1.0||||||||||||||||||
||2016|||||||||||||2.0|0.0||||||||||||||||||
||2017|||||||||||||2.0|||||||||||||||||||
||2018|||||||||||||2.0|||||||||||||||||||
||2019|||||||||||||2.0|||||||||||||||||||
||2020|||||||||||||2.0|0.0||||||||||||||||||
||2021|||||||||||||4.0|0.0||||||||||||||||||
|Üretim Miktarı ve 01.25.90.00.04. (Trabzon Hurması (Cennet Elması)) - Ton|2019||||||||||||0.0||||||||||||||||||||
|Üretim Miktarı ve 01.28.14.00.01. (Anason, İşlenmemiş) - Ton|2015|||||||||||||||||140.0||||||5.0||||||79.0|||
||2016|||||||||||||||||140.0||||||||||24.0||40.0|||
||2017|||||||||||||||||120.0||||||19.0||||138.0||42.0|||
||2018|||||||||||||||||120.0||||21.0||3.0||||117.0||42.0|222.0||
||2019|||119.0||||585.0||||||||||120.0|168.0|||28.0||44.0||||255.0||3600.0|420.0||
||2020|||12.0||||585.0||||||||||20.0|160.0|||60.0||25.0||||56.0||656.0|77.0||
||2021|||||||270.0||||||||||16.0|136.0|||4.0||2.0||||15.0||188.0|5.0||
|Üretim Miktarı ve 01.28.14.00.02. (Kimyon, İşlenmemiş) - Ton|2015||1.0||312.0|||3200.0|||||21.0|||||100.0|320.0||65.0|1500.0||240.0|72.0|||90.0||466.0|75.0||
||2016||||245.0|||2400.0|||||21.0|||||113.0|160.0||48.0|2196.0||222.0|55.0|||45.0||245.0|20.0||
||2017||||240.0|||2800.0|||||21.0|||||90.0|312.0||67.0|3023.0||405.0|35.0|||60.0||224.0|13.0||
||2018||||72.0|||3200.0|||||90.0|||||90.0|440.0||55.0|6010.0||600.0|42.0|||31.0||224.0|126.0||
||2019||||116.0|||3200.0||||1.0|228.0|||||30.0|440.0|13.0|21.0|2990.0||520.0|35.0|||25.0||342.0|112.0||
||2020||||33.0|||3200.0||||2.0|228.0|||||27.0|400.0||15.0|1980.0||150.0|12.0|||24.0||246.0|41.0|1.0|
||2021||||36.0|||2000.0||||0.0|6.0|||4.0||18.0|408.0||5.0|723.0||60.0|8.0|||21.0||108.0|21.0|0.0|
|Üretim Miktarı ve 01.28.14.00.03. (Rezene, İşlenmemiş) - Ton|2018||||||||||||||||||||||||||||||1050.0||
||2019||||68.0||||||||||||||1.0|||||||||86.0||90.0|1530.0||
||2020||||60.0|||||||||||||||||||||||200.0||28.0|345.0||
||2021||||20.0|||||||||||||||||||||||85.0||53.0|84.0||
|Üretim Miktarı ve 01.28.14.00.04. (Kişniş, İşlenmemiş) - Ton|2015|||||||||||||||||||||||||||||11.0|||
||2016||||||||||||||||||13.0|||||||||||28.0|||
||2017|||||||||||||||||||||||||||||28.0|||
||2018|||||||||||||||||||||||||||||28.0|||
||2019||||||||||||||||||5.0|||||||||||6.0|||
||2020||||||||||||||||||3.0|||||||||||15.0|||
||2021||||||||||||||||||3.0|||||||||||55.0|||
|Üretim Miktarı ve 01.28.19.00.01. (Kekik, İşlenmemiş) - Ton|2019|||||||||||3.0|0.0||||||||||||||||||||
||2020||||||||3.0||||||||||||||||||||||||
||2021||||||||3.0||||120.0||||||||||||||||||||
|Üretim Miktarı ve 01.28.19.00.08. (Çörek Otu Tohumu) - Ton|2015||0.0|||||70.0|||||||||||||13.0||||||||||||
||2016||6.0||72.0|||350.0||||||62.0||||30.0|16.0||7.0|||8.0||||||479.0|||
||2017||5.0||70.0|||350.0||||||11.0||||12.0|||9.0|8.0||33.0|30.0|||56.0||298.0|||
||2018||5.0|||||70.0||||||2.0||||12.0|||9.0|12.0||60.0||||16.0||440.0|||
||2019||4.0|28.0||||70.0||||||||||14.0|90.0|16.0|3.0|3.0||30.0||||11.0||480.0|4.0||
||2020||4.0|9.0||||70.0||||||||||14.0|86.0||5.0|3.0||3.0|4.0|||4.0||11.0|4.0|2.0|
||2021||4.0|17.0||||70.0||||||||||14.0|145.0||10.0|2.0||10.0|1.0|||20.0||80.0|7.0|4.0|
||||||||||||||||||||||||||||||||||
