|||Sütunlar||||
Satırlar|||||||
|||||||
|||Alçak Tünel - Dekar|Cam Sera - Dekar|Plastik Sera - Dekar|Yüksek Tünel - Dekar|
||2006|0.0|0.0|81.0|1.0|
||2007|0.0|0.0|88.0|1.0|
||2008|0.0|0.0|90.0|1.0|
||2009|0.0|0.0|101.0|2.0|
||2010|0.0|0.0|49.0|2.0|
||2011|0.0|0.0|43.0|2.0|
||2012|0.0|0.0|57.0|2.0|
||2013|0.0|0.0|53.0|3.0|
||2014|0.0|0.0|72.0|2.0|
||2015|0.0|0.0|75.0|3.0|
||2016|0.0|0.0|99.0|0.0|
||2017|0.0|0.0|109.0|0.0|
||2018|0.0|0.0|114.0|0.0|
||2019|0.0|0.0|124.0|0.0|
||2020|0.0|0.0|130.0|0.0|
||2021|0.0|0.0|137.0|0.0|
|Hakkari-30|2004|0.0|0.0|13.0|0.0|
||2005|0.0|0.0|3.0|0.0|
||2006|0.0|0.0|3.0|0.0|
||2007|0.0|0.0|2.0|0.0|
||2008|0.0|0.0|2.0|0.0|
||2009|0.0|0.0|2.0|0.0|
||2010|0.0|0.0|9.0|0.0|
||2011|0.0|0.0|4.0|0.0|
||2012|0.0|0.0|1.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|2.0|0.0|
||2015|0.0|0.0|8.0|0.0|
||2016|0.0|0.0|9.0|0.0|
||2017|0.0|0.0|5.0|0.0|
||2018|0.0|0.0|5.0|0.0|
||2019|0.0|0.0|8.0|0.0|
||2020|0.0|0.0|11.0|0.0|
||2021|0.0|0.0|24.0|0.0|
|Hatay-31|2004|8684.0|5.0|403.0|1711.0|
||2005|8696.0|4.0|408.0|1744.0|
||2006|8864.0|3.0|406.0|1754.0|
||2007|8886.0|4.0|465.0|1754.0|
||2008|8884.0|4.0|464.0|1754.0|
||2009|8592.0|4.0|505.0|1754.0|
||2010|8665.0|4.0|584.0|1756.0|
||2011|8601.0|3.0|789.0|1774.0|
||2012|8456.0|3.0|1067.0|856.0|
||2013|8816.0|3.0|1174.0|872.5|
||2014|8432.0|3.0|1186.2|866.0|
||2015|8893.0|3.0|1190.2|865.0|
||2016|8963.0|3.0|1244.2|900.0|
||2017|9474.0|3.0|1556.2|889.6|
||2018|8651.0|3.0|1551.2|890.6|
||2019|9094.0|3.0|1475.2|883.6|
||2020|8927.0|3.0|1875.2|884.6|
||2021|9438.0|3.0|2098.4|964.6|
|Iğdır-76|2004|0.0|0.0|4.0|7.0|
||2005|0.0|0.0|4.0|6.0|
||2006|0.0|0.0|0.0|6.0|
||2007|0.0|0.0|0.0|4.0|
||2008|0.0|0.0|0.0|9.0|
||2009|0.0|0.0|4.0|5.0|
||2010|0.0|0.0|4.0|1.0|
||2011|0.0|0.0|4.0|6.0|
||2012|0.0|0.0|0.0|10.0|
||2013|0.0|0.0|0.0|20.0|
||2014|0.0|0.0|0.0|10.0|
||2015|0.0|0.0|0.0|40.0|
||2016|0.0|0.0|40.0|0.0|
||2017|0.0|0.0|0.0|40.0|
||2018|0.0|0.0|0.0|42.0|
||2019|0.0|0.0|0.0|42.0|
||2020|0.0|0.0|0.0|50.0|
||2021|0.0|0.0|0.0|50.0|
|Isparta-32|2004|13.0|111.0|154.0|2.0|
||2005|13.0|79.0|195.0|0.0|
||2006|7.0|52.0|160.0|0.0|
||2007|4.0|52.0|154.0|6.0|
||2008|3.0|98.0|523.0|17.0|
||2009|2.0|98.0|543.0|4.0|
||2010|0.0|103.0|523.0|0.0|
||2011|0.0|103.0|1169.7|0.0|
||2012|0.0|103.0|1239.1|0.0|
||2013|0.0|60.0|1303.0|0.0|
||2014|0.0|129.0|2093.5|3.0|
||2015|0.0|129.0|2537.0|3.0|
||2016|0.0|129.0|2958.0|8.0|
||2017|0.0|129.0|4437.0|20.0|
||2018|5.0|129.0|4654.0|0.0|
||2019|0.0|129.0|4813.0|0.0|
||2020|0.0|85.0|5293.0|0.0|
||2021|0.0|55.0|5172.8|0.0|
|İstanbul-34|2004|12.0|0.0|1166.0|123.0|
||2005|5.0|0.0|478.0|97.0|
||2006|1.0|0.0|235.0|851.0|
||2007|0.0|0.0|1073.0|135.0|
||2008|0.0|0.0|1037.0|425.0|
||2009|0.0|0.0|1005.0|258.0|
||2010|0.0|0.0|264.0|794.0|
||2011|18.0|15.6|361.1|973.2|
||2012|37.0|13.6|288.7|1082.6|
||2013|35.7|11.6|287.8|1108.5|
||2014|31.0|11.3|346.4|1164.2|
||2015|31.0|11.3|303.8|1381.4|
||2016|16.8|11.3|303.3|1259.3|
||2017|4.0|11.3|279.5|1298.9|
||2018|3.0|11.3|232.4|1353.1|
||2019|3.0|11.3|288.4|1434.1|
||2020|3.0|6.4|390.4|1392.1|
||2021|2.0|3.4|417.0|1396.1|
|İzmir-35|2004|10.0|125.0|7146.0|335.0|
||2005|10.0|125.0|7354.0|349.0|
||2006|22.0|126.0|7481.0|344.0|
||2007|21.0|153.0|7020.0|346.0|
||2008|20.0|194.0|7460.0|363.0|
||2009|1.0|157.0|7614.0|373.0|
||2010|1.0|196.0|7901.0|424.0|
||2011|66.0|359.6|11097.9|865.0|
||2012|96.0|369.6|12117.0|1058.9|
||2013|128.0|361.1|12794.7|1227.1|
||2014|128.0|374.1|13457.8|1033.9|
||2015|58.0|325.2|13838.3|977.4|
||2016|40.0|299.2|14469.9|719.8|
||2017|40.0|287.9|14207.0|752.1|
||2018|40.0|271.9|14504.9|909.1|
||2019|39.0|271.9|12776.4|929.1|
||2020|82.0|166.9|16410.4|944.8|
||2021|77.0|136.8|12000.9|965.8|
|Kahramanmaraş-46|2004|0.0|0.0|15.0|0.0|
||2005|0.0|0.0|15.0|0.0|
||2006|0.0|0.0|40.0|0.0|
||2007|0.0|5.0|36.0|0.0|
||2008|0.0|5.0|36.0|0.0|
||2009|0.0|10.0|44.0|0.0|
||2010|0.0|10.0|30.0|0.0|
||2011|0.0|31.4|31.5|0.0|
||2012|0.0|10.4|31.5|0.0|
||2013|0.0|10.4|31.5|10.0|
||2014|0.0|0.4|45.5|0.0|
||2015|0.0|0.4|49.5|0.0|
||2016|0.0|0.4|247.5|2.0|
||2017|0.0|0.4|390.5|2.0|
||2018|0.0|0.3|456.2|0.0|
||2019|0.0|0.3|1242.2|0.0|
||2020|0.0|0.3|1183.2|0.0|
||2021|30.0|0.3|2009.7|0.0|
|Karabük-78|2004|0.0|0.0|246.0|0.0|
||2005|0.0|2.0|25.0|355.0|
||2006|0.0|2.0|25.0|356.0|
||2007|0.0|2.0|0.0|389.0|
||2008|0.0|2.0|0.0|399.0|
||2009|0.0|2.0|0.0|398.0|
||2010|0.0|2.0|0.0|400.0|
||2011|0.0|0.0|0.0|400.0|
||2012|0.0|0.0|0.0|410.0|
||2013|0.0|0.0|0.0|559.0|
||2014|0.0|0.0|0.0|491.0|
||2015|0.0|0.0|0.0|511.0|
||2016|0.0|0.0|0.0|608.0|
||2017|0.0|0.0|0.0|540.0|
||2018|5.0|0.0|0.0|450.0|
||2019|0.0|0.0|11.0|573.0|
||2020|0.0|0.0|0.0|869.0|
||2021|0.0|0.0|0.0|628.0|
|Karaman-70|2004|0.0|3.0|0.0|7.0|
||2005|0.0|3.0|9.0|9.0|
||2006|0.0|3.0|6.0|0.0|
||2007|0.0|2.0|6.0|0.0|
||2008|0.0|3.0|6.0|0.0|
||2009|0.0|3.0|4.0|0.0|
||2010|0.0|3.0|3.0|0.0|
||2011|0.0|4.0|4.0|3.0|
||2012|0.0|4.0|4.0|3.0|
||2013|0.0|4.0|4.0|2.0|
||2014|0.0|5.0|4.0|13.0|
||2015|0.0|5.0|4.0|13.0|
||2016|0.0|5.0|4.0|15.0|
||2017|0.0|3.0|4.0|15.0|
||2018|0.0|3.0|4.0|15.0|
||2019|0.0|3.0|4.0|22.0|
||2020|0.0|3.0|13.0|22.0|
||2021|0.0|6.0|185.0|0.0|
|Kars-36|2004|0.0|0.0|0.0|0.0|
||2005|0.0|0.0|0.0|0.0|
||2006|0.0|0.0|0.0|0.0|
||2007|0.0|0.0|0.0|0.0|
||2008|0.0|0.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|0.0|0.0|
||2018|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|0.0|0.0|
||2021|0.0|0.0|0.0|0.0|
|Kastamonu-37|2004|0.0|0.0|989.0|0.0|
||2005|0.0|0.0|1035.0|0.0|
||2006|0.0|0.0|0.0|293.0|
||2007|0.0|0.0|0.0|304.0|
||2008|0.0|0.0|0.0|333.0|
||2009|0.0|0.0|0.0|295.0|
||2010|6.0|0.0|163.0|255.0|
||2011|0.0|0.0|237.0|115.0|
||2012|0.0|0.0|271.0|125.0|
||2013|0.0|0.0|282.0|120.0|
||2014|0.0|0.0|283.0|115.0|
||2015|0.0|0.0|293.0|109.0|
||2016|0.0|0.0|255.0|114.0|
||2017|0.0|0.0|251.0|122.0|
||2018|0.0|0.0|254.0|117.0|
||2019|0.0|0.0|259.0|121.0|
||2020|0.0|0.0|259.0|102.0|
||2021|0.0|0.0|263.0|98.0|
|Kayseri-38|2004|0.0|0.0|17.0|0.0|
||2005|0.0|0.0|17.0|0.0|
||2006|0.0|0.0|14.0|0.0|
||2007|0.0|0.0|8.0|6.0|
||2008|0.0|0.0|2.0|0.0|
||2009|0.0|10.0|2.0|0.0|
||2010|0.0|10.0|0.0|0.0|
||2011|0.0|10.0|2.6|0.0|
||2012|0.0|10.5|2.6|0.0|
||2013|0.4|10.5|2.0|0.8|
||2014|0.4|20.8|20.0|5.0|
||2015|0.4|20.8|20.0|5.0|
||2016|0.4|20.8|24.0|13.0|
||2017|0.0|20.0|26.0|4.0|
||2018|0.0|20.0|29.0|8.0|
||2019|0.0|23.0|31.0|4.0|
||2020|0.0|23.0|31.0|4.0|
||2021|0.0|23.0|28.0|4.0|
|Kilis-79|2004|13.0|0.0|20.0|0.0|
||2005|0.0|0.0|2.0|0.0|
||2006|0.0|0.0|2.0|0.0|
||2007|0.0|0.0|2.0|0.0|
||2008|0.0|0.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|12.0|0.0|
||2012|0.0|0.0|12.0|0.0|
||2013|0.0|0.0|15.0|0.0|
||2014|0.0|0.0|15.0|0.0|
||2015|0.0|0.0|15.0|0.0|
||2016|0.0|0.0|15.0|0.0|
||2017|0.0|0.0|15.0|0.0|
||2018|0.0|0.0|15.0|0.0|
||2019|0.0|0.0|13.0|0.0|
||2020|0.0|0.0|12.0|0.0|
||2021|0.0|0.0|12.0|0.0|
|Kırıkkale-71|2004|26.0|0.0|1.0|57.0|
||2005|26.0|0.0|1.0|61.0|
||2006|10.0|0.0|1.0|35.0|
||2007|8.0|0.0|0.0|30.0|
||2008|0.0|0.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|16.0|0.0|
||2018|0.0|0.0|16.0|0.0|
||2019|0.0|0.0|16.0|0.0|
||2020|0.0|0.0|28.0|0.0|
||2021|0.0|0.0|28.0|0.0|
|Kırklareli-39|2004|0.0|0.0|15.0|14.0|
||2005|0.0|0.0|24.0|18.0|
||2006|0.0|0.0|40.0|8.0|
||2007|0.0|0.0|40.0|8.0|
||2008|0.0|0.0|39.0|8.0|
||2009|4.0|0.0|36.0|12.0|
||2010|0.0|0.0|43.0|0.0|
||2011|0.0|0.0|43.0|0.0|
||2012|11.0|0.0|74.0|0.0|
||2013|1.0|0.0|52.0|2.3|
||2014|0.0|0.0|37.0|25.3|
||2015|0.0|0.0|37.0|16.3|
||2016|0.0|0.0|48.0|24.0|
||2017|0.0|0.0|50.0|27.0|
||2018|0.0|0.0|55.0|32.0|
||2019|0.0|0.0|46.0|43.0|
||2020|0.0|0.0|98.0|48.0|
||2021|0.0|0.0|105.0|49.0|
|Kırşehir-40|2004|0.0|0.0|2.0|124.0|
||2005|0.0|0.0|2.0|128.0|
||2006|0.0|0.0|2.0|124.0|
||2007|0.0|0.0|0.0|28.0|
||2008|0.0|0.0|0.0|28.0|
||2009|0.0|0.0|0.0|29.0|
||2010|0.0|0.0|76.0|160.0|
||2011|0.0|0.0|96.0|160.0|
||2012|0.0|0.0|170.0|147.0|
||2013|0.0|0.0|250.0|151.0|
||2014|6.0|0.0|251.0|153.0|
||2015|6.0|0.0|244.0|143.0|
||2016|6.0|0.0|224.0|28.0|
||2017|6.0|0.0|244.0|28.0|
||2018|6.0|0.0|244.0|28.0|
||2019|6.0|0.0|136.0|28.0|
||2020|6.0|0.0|268.0|31.0|
||2021|6.0|0.0|268.0|31.0|
|Kocaeli-41|2004|0.0|0.0|0.0|454.0|
||2005|0.0|0.0|0.0|454.0|
||2006|0.0|0.0|592.0|448.0|
||2007|2.0|0.0|79.0|965.0|
||2008|0.0|0.0|81.0|998.0|
||2009|8.0|0.0|33.0|1254.0|
||2010|6.0|0.0|40.0|1666.0|
||2011|18.0|4.6|55.5|2227.2|
||2012|7.0|0.0|52.5|2323.0|
||2013|0.0|0.0|59.8|2084.5|
||2014|0.0|0.0|69.5|2169.5|
||2015|0.0|0.0|96.0|2082.5|
||2016|150.0|0.0|96.0|2070.5|
||2017|0.0|0.0|87.0|2218.0|
||2018|0.0|0.0|104.0|2087.0|
||2019|0.0|0.0|98.0|2372.0|
||2020|0.0|0.0|101.0|2367.0|
||2021|0.0|0.0|88.0|1976.0|
|Konya-42|2004|31.0|0.0|92.0|54.0|
||2005|1.0|0.0|103.0|29.0|
||2006|1.0|0.0|116.0|19.0|
||2007|0.0|0.0|16.0|3.0|
||2008|0.0|0.0|153.0|9.0|
||2009|0.0|0.0|134.0|6.0|
||2010|0.0|0.0|129.0|5.0|
||2011|2.0|0.0|97.0|10.0|
||2012|2.0|5.0|96.0|21.0|
||2013|2.0|51.0|91.1|40.3|
||2014|1.0|49.0|114.2|34.3|
||2015|0.0|52.0|108.0|40.0|
||2016|0.0|52.0|86.0|48.0|
||2017|3.0|52.0|128.0|76.0|
||2018|3.0|40.0|138.0|116.0|
||2019|53.0|40.0|427.0|232.0|
||2020|53.0|41.0|356.0|238.0|
||2021|51.0|41.0|323.0|237.0|
|Kütahya-43|2004|0.0|9.0|135.0|56.0|
||2005|4.0|8.0|119.0|91.0|
||2006|4.0|7.0|176.0|46.0|
||2007|0.0|6.0|186.0|30.0|
||2008|7.0|6.0|264.0|101.0|
||2009|0.0|6.0|264.0|80.0|
||2010|0.0|5.0|277.0|55.0|
||2011|5.0|5.0|22.0|325.1|
||2012|5.0|5.0|372.1|40.0|
||2013|0.0|5.3|338.5|45.0|
||2014|0.0|5.0|329.1|54.0|
||2015|3.0|5.0|329.1|62.0|
||2016|9.0|5.0|459.1|117.0|
||2017|9.0|5.0|459.0|94.0|
||2018|8.0|5.0|466.0|130.0|
||2019|5.0|5.0|466.0|142.0|
||2020|0.0|5.0|75.0|130.0|
||2021|0.0|5.0|517.0|125.0|
|Malatya-44|2004|0.0|0.0|33.0|0.0|
||2005|0.0|0.0|29.0|0.0|
||2006|0.0|0.0|0.0|10.0|
||2007|0.0|0.0|9.0|0.0|
||2008|0.0|0.0|11.0|2.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|6.7|0.0|
||2012|0.0|0.0|5.7|0.0|
||2013|0.0|0.0|11.2|0.0|
||2014|0.0|0.0|7.0|0.0|
||2015|0.0|1.0|7.5|0.0|
||2016|0.0|1.0|8.0|0.0|
||2017|0.0|1.0|8.0|0.0|
||2018|0.0|1.0|8.1|0.0|
||2019|0.0|0.0|6.9|0.0|
||2020|0.0|0.0|16.0|0.0|
||2021|0.0|0.0|20.4|0.0|
|Manisa-45|2004|10.0|0.0|144.0|46.0|
||2005|96.0|1.0|205.0|44.0|
||2006|110.0|3.0|180.0|43.0|
||2007|100.0|1.0|102.0|8.0|
||2008|107.0|0.0|398.0|29.0|
||2009|108.0|0.0|593.0|8.0|
||2010|100.0|0.0|762.0|11.0|
||2011|100.0|0.0|1049.3|22.0|
||2012|0.0|0.0|1340.3|19.0|
||2013|8.0|0.0|888.3|550.0|
||2014|8.0|0.0|928.3|560.0|
||2015|0.0|0.0|1073.5|560.0|
||2016|0.0|0.0|1067.5|640.0|
||2017|0.0|0.0|1223.2|665.0|
||2018|659.0|0.0|1105.2|865.0|
||2019|750.0|0.0|1101.2|887.0|
||2020|458.0|0.0|943.9|921.0|
||2021|0.0|0.0|1506.5|936.0|
|Mardin-47|2004|0.0|0.0|6.0|0.0|
||2005|0.0|0.0|20.0|0.0|
||2006|0.0|0.0|32.0|0.0|
||2007|0.0|0.0|52.0|0.0|
||2008|0.0|0.0|60.0|0.0|
||2009|0.0|0.0|76.0|0.0|
||2010|0.0|0.0|206.0|0.0|
||2011|16.0|0.0|200.0|0.0|
||2012|0.0|0.0|286.0|0.0|
||2013|0.0|0.0|315.0|0.0|
||2014|0.0|0.0|304.0|0.0|
||2015|0.0|0.0|258.0|0.0|
||2016|0.0|0.0|237.0|0.0|
||2017|0.0|0.0|223.0|29.0|
||2018|0.0|12.0|213.0|25.0|
||2019|0.0|12.0|232.0|25.0|
||2020|0.0|0.0|200.0|25.0|
||2021|0.0|0.0|277.0|0.0|
|Mersin-33|2004|15873.0|4804.0|56322.0|30287.0|
||2005|18778.0|5200.0|55053.0|32127.0|
||2006|18998.0|4851.0|65191.0|33252.0|
||2007|20968.0|6807.0|67179.0|30032.0|
||2008|20968.0|6071.0|67388.0|30072.0|
||2009|16912.0|6651.0|69551.0|30291.0|
||2010|16667.0|6416.0|69614.0|30016.0|
||2011|24413.0|6467.0|68095.5|54408.7|
||2012|24393.0|6474.0|77021.1|47649.7|
||2013|21925.0|6343.0|72864.9|47640.7|
||2014|23017.0|6472.0|75253.4|54103.2|
||2015|26067.0|5970.0|73184.4|57287.5|
||2016|24965.0|6300.0|79421.4|56483.8|
||2017|30066.0|13763.0|87815.5|58402.8|
||2018|41517.0|7559.0|91076.5|56402.0|
||2019|44440.0|7482.0|93924.5|55213.0|
||2020|47925.0|6438.0|88798.5|45252.7|
||2021|48074.0|6449.0|131819.3|37550.3|
|Muğla-48|2004|1442.0|4960.0|12307.0|2852.0|
||2005|1365.0|5070.0|12624.0|2835.0|
||2006|1637.0|5084.0|12760.0|2813.0|
||2007|2847.0|6678.0|18562.0|369.0|
||2008|3380.0|6683.0|17934.0|399.0|
||2009|4175.0|6681.0|19080.0|446.0|
||2010|4610.0|6682.0|20404.0|477.0|
||2011|3714.4|6709.0|21098.0|468.0|
||2012|4119.4|6702.0|21271.8|550.0|
||2013|4232.4|6574.0|21679.7|388.0|
||2014|4643.3|6179.0|31440.3|388.0|
||2015|4140.2|5779.2|27927.2|372.0|
||2016|4152.0|5776.0|28621.7|402.0|
||2017|3769.0|5561.0|29371.6|68.0|
||2018|3534.0|5509.0|29932.6|73.0|
||2019|3479.0|5485.0|30011.6|72.0|
||2020|2909.0|6279.0|30467.0|85.0|
||2021|2892.0|5507.0|23069.0|105.0|
|Muş-49|2004|0.0|0.0|0.0|0.0|
||2005|0.0|0.0|0.0|0.0|
||2006|0.0|0.0|0.0|0.0|
||2007|0.0|0.0|0.0|0.0|
||2008|0.0|0.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|0.0|0.0|
||2018|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|0.0|0.0|
||2021|0.0|0.0|0.0|0.0|
|Nevşehir-50|2004|1.0|0.0|18.0|3.0|
||2005|1.0|0.0|18.0|3.0|
||2006|0.0|0.0|18.0|3.0|
||2007|1.0|0.0|20.0|3.0|
||2008|0.0|0.0|14.0|1.0|
||2009|0.0|0.0|13.0|0.0|
||2010|0.0|0.0|24.0|0.0|
||2011|0.0|55.0|24.0|0.0|
||2012|0.0|60.0|15.0|0.0|
||2013|0.0|60.0|26.0|0.0|
||2014|0.0|60.0|28.0|0.0|
||2015|0.0|60.0|28.0|0.0|
||2016|0.0|60.0|33.0|0.0|
||2017|0.0|56.0|33.0|0.0|
||2018|0.0|56.0|34.0|0.0|
||2019|0.0|56.0|34.0|0.0|
||2020|0.0|56.0|34.0|0.0|
||2021|0.0|56.0|34.0|0.0|
|Niğde-51|2004|0.0|0.0|0.0|0.0|
||2005|0.0|0.0|0.0|0.0|
||2006|0.0|0.0|0.0|0.0|
||2007|0.0|0.0|0.0|0.0|
||2008|0.0|0.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|0.0|0.0|
||2018|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|19.0|0.0|
||2021|0.0|0.0|24.0|0.0|
|Ordu-52|2004|21.0|2.0|537.0|87.0|
||2005|51.0|3.0|236.0|128.0|
||2006|23.0|2.0|82.0|242.0|
||2007|8.0|2.0|120.0|35.0|
||2008|0.0|1.0|79.0|73.0|
||2009|0.0|0.0|101.0|106.0|
||2010|0.0|0.0|238.0|136.0|
||2011|0.0|1.0|113.0|55.0|
||2012|0.0|1.0|123.5|80.5|
||2013|0.0|1.0|201.5|0.0|
||2014|0.0|1.0|154.5|26.3|
||2015|0.0|1.0|179.5|17.3|
||2016|0.0|1.0|119.2|83.3|
||2017|0.0|1.0|111.5|77.3|
||2018|0.0|1.0|122.5|83.3|
||2019|0.0|1.0|177.0|87.5|
||2020|0.0|1.0|191.5|87.5|
||2021|0.0|1.0|237.5|84.5|
|Osmaniye-80|2004|300.0|0.0|43.0|0.0|
||2005|0.0|0.0|35.0|11.0|
||2006|1100.0|0.0|33.0|0.0|
||2007|2000.0|0.0|29.0|0.0|
||2008|1115.0|0.0|28.0|15.0|
||2009|825.0|0.0|27.0|3.0|
||2010|1006.0|0.0|26.0|7.0|
||2011|506.0|0.0|16.0|7.0|
||2012|516.0|0.0|11.0|12.0|
||2013|140.0|0.0|6.0|12.0|
||2014|116.0|0.0|6.0|12.0|
||2015|65.0|0.0|0.0|12.0|
||2016|0.0|0.0|12.0|6.0|
||2017|0.0|0.0|7.0|7.0|
||2018|0.0|0.0|7.0|10.0|
||2019|0.0|0.0|50.0|0.0|
||2020|0.0|0.0|430.0|0.0|
||2021|0.0|0.0|746.0|7.0|
|Rize-53|2004|0.0|1.0|6.0|11.0|
||2005|0.0|1.0|8.0|0.0|
||2006|0.0|1.0|7.0|0.0|
||2007|0.0|0.0|0.0|1.0|
||2008|0.0|1.0|0.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|0.0|0.0|
||2018|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|0.0|0.0|
||2021|0.0|0.0|0.0|0.0|
|Sakarya-54|2004|0.0|0.0|320.0|0.0|
||2005|32.0|0.0|546.0|0.0|
||2006|0.0|0.0|364.0|0.0|
||2007|20.0|0.0|84.0|27.0|
||2008|20.0|0.0|329.0|29.0|
||2009|50.0|0.0|375.0|137.0|
||2010|50.0|0.0|248.0|88.0|
||2011|50.0|5.0|486.1|109.0|
||2012|50.0|5.0|444.6|142.0|
||2013|65.0|5.0|528.0|163.5|
||2014|65.0|5.0|887.5|159.5|
||2015|30.0|5.0|474.8|88.0|
||2016|30.0|5.0|434.8|127.0|
||2017|30.0|8.0|392.0|100.0|
||2018|52.5|8.0|450.7|172.0|
||2019|54.0|5.5|457.0|172.0|
||2020|30.0|5.5|427.0|92.0|
||2021|30.0|5.5|543.1|102.0|
|Samsun-55|2004|6015.0|1.0|4364.0|651.0|
||2005|6060.0|2.0|4206.0|699.0|
||2006|6910.0|2.0|4302.0|710.0|
||2007|6760.0|1.0|4335.0|702.0|
||2008|3950.0|0.0|5342.0|702.0|
||2009|11430.0|0.0|248.0|5802.0|
||2010|14060.0|0.0|267.0|6162.0|
||2011|14070.0|0.0|295.3|6472.8|
||2012|14580.0|0.0|302.1|6312.8|
||2013|16130.0|0.0|346.2|6467.8|
||2014|14690.0|0.0|348.1|6473.8|
||2015|15030.0|0.0|35.9|6984.3|
||2016|13280.0|0.0|115.3|7139.3|
||2017|5530.0|0.0|161.0|7600.3|
||2018|430.0|0.0|166.0|2628.3|
||2019|250.0|0.0|171.5|2507.3|
||2020|290.0|0.0|180.5|2413.3|
||2021|245.0|0.0|180.4|2435.3|
|Şanlıurfa-63|2004|131.0|23.0|121.0|0.0|
||2005|20.0|21.0|125.0|16.0|
||2006|20.0|21.0|114.0|47.0|
||2007|20.0|20.0|87.0|44.0|
||2008|21.0|21.0|104.0|45.0|
||2009|9.0|53.0|100.0|0.0|
||2010|9.0|53.0|171.0|0.0|
||2011|9.0|53.0|173.0|8.0|
||2012|25.0|124.0|365.0|8.0|
||2013|25.0|124.0|375.0|12.0|
||2014|15.0|124.0|371.0|8.0|
||2015|0.0|124.0|640.0|8.0|
||2016|0.0|103.0|648.0|7.0|
||2017|10.0|140.0|826.0|7.0|
||2018|10.0|140.0|836.0|7.0|
||2019|10.0|140.0|1066.0|7.0|
||2020|10.0|140.0|1111.0|0.0|
||2021|10.0|140.0|1158.0|0.0|
|Siirt-56|2004|0.0|0.0|21.0|0.0|
||2005|0.0|0.0|21.0|0.0|
||2006|0.0|0.0|21.0|0.0|
||2007|0.0|0.0|11.0|0.0|
||2008|0.0|0.0|11.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|25.0|0.0|
||2011|0.0|0.0|25.0|0.0|
||2012|0.0|0.0|25.0|0.0|
||2013|0.0|0.0|47.0|0.0|
||2014|0.0|0.0|25.0|0.0|
||2015|0.0|0.0|25.0|0.0|
||2016|0.0|0.0|50.0|0.0|
||2017|0.0|0.0|50.0|0.0|
||2018|0.0|0.0|53.0|0.0|
||2019|0.0|0.0|56.0|0.0|
||2020|0.0|0.0|56.0|0.0|
||2021|0.0|0.0|219.0|0.0|
|Sinop-57|2004|5.0|0.0|2.0|145.0|
||2005|10.0|0.0|2.0|169.0|
||2006|18.0|1.0|129.0|185.0|
||2007|23.0|1.0|23.0|224.0|
||2008|22.0|1.0|28.0|229.0|
||2009|22.0|0.0|50.0|263.0|
||2010|137.0|0.0|112.0|272.0|
||2011|137.0|0.0|43.0|266.0|
