|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|Isparta-32|2004|721.0||554.0|541.0||||180.0|||||||||||189.0|190.0||185.0|75.0|50.0|33.0|69.0|54.0|37.0|41.0|52.0|62.0|57.0|22.0|15.0|16.0||||344.0|||20.0|7.0|53.0|7.0|50.0|59.0||22.0|59.0|7.0|13.0|15.0||||61.0|||184.0||||
||2005|725.0||552.0|620.0||||88.0|||||||||||178.0|163.0||74.0|49.0|50.0|33.0|71.0|51.0|33.0|50.0|52.0|58.0|50.0|22.0|15.0|16.0||||365.0|||20.0|10.0|56.0|6.0|5.0|42.0||15.0|59.0|7.0|13.0|15.0||||60.0|||183.0||||
||2006|612.0||533.0|624.0||||170.0|||||||||||175.0|179.0||106.0|26.0|47.0|33.0|68.0|51.0|31.0|39.0|44.0|54.0|47.0|22.0|14.0|16.0||||411.0|||21.0|10.0|58.0|6.0|50.0|43.0||15.0|59.0|7.0|14.0|12.0||||60.0|||179.0||||
||2007|423.0|0.0|537.0|614.0||||103.0|||||||||||154.0|170.0||66.0|28.0|46.0|32.0|47.0|36.0|35.0|39.0|50.0|55.0|48.0|22.0|14.0|16.0||||401.0|||21.0|9.0|65.0|4.0|42.0|31.0||13.0|47.0|29.0|12.0|12.0||||60.0|||181.0||||
||2008|521.0|0.0|700.0|616.0||||107.0|||||||||||143.0|166.0||82.0|46.0|41.0|36.0|54.0|32.0|35.0|40.0|56.0|56.0|44.0|22.0|9.0|19.0||||436.0|||23.0|15.0|67.0|5.0|5.0|44.0||23.0|59.0|29.0|9.0|10.0||||60.0|||179.0||||
||2009|509.0|0.0|594.0|659.0||||80.0|||||||||||169.0|165.0||107.0|44.0|41.0|48.0|58.0|37.0|41.0|47.0|54.0|56.0|44.0|22.0|13.0|20.0||0.0||465.0|||24.0|16.0|64.0|9.0|3.0|43.0||24.0|46.0|17.0|20.0|26.0|||||||216.0||||
||2010|681.0|600.0|612.0|867.0||||70.0|||||||||||154.0|147.0||121.0|38.0|41.0|42.0|45.0|35.0|38.0|41.0|51.0|49.0|45.0|22.0|12.0|18.0||0.0||524.0|||28.0|15.0|58.0|9.0|5.0|41.0||22.0|44.0|17.0|32.0|40.0|||||||208.0||||
||2011|577.0|600.0|698.0|917.0||||65.0|||||||||||158.0|169.0||113.0|49.0|46.0|48.0|50.0|44.0|37.0|42.0|53.0|56.0|48.0|22.0|10.0|18.0||0.0||641.0|||26.0|19.0|41.0|10.0|3.0|37.0||24.0|41.0|21.0|34.0|40.0|||||||250.0||||
||2012|635.0|600.0|698.0|844.0||||65.0|||||||||||161.0|152.0||102.0|46.0|47.0|48.0|52.0|48.0|32.0|42.0|52.0|56.0|46.0|22.0|11.0|18.0||0.0||643.0|||26.0|20.0|41.0|10.0|3.0|37.0||24.0|41.0|20.0|34.0|40.0|||||||269.0||||
||2013|677.0|600.0|794.0|927.0||||63.0|||||||||||163.0|150.0||107.0|41.0|47.0|49.0|50.0|48.0|34.0|42.0|52.0|55.0|46.0|20.0|11.0|17.0||0.0||633.0|||25.0|19.0|37.0|10.0|3.0|35.0||24.0|40.0|45.0|5.0|7.0|||||||240.0||||
||2014|784.0|300.0|976.0|737.0||||30.0|||||||||||163.0|146.0||96.0|45.0|44.0|48.0|35.0|26.0|22.0|37.0|36.0|47.0|29.0|27.0|11.0|13.0||0.0|0.0|746.0|||24.0|14.0|65.0|11.0|3.0|30.0||22.0|31.0|36.0|5.0|7.0|||||||240.0||||
||2015|562.0|100.0|595.0|418.0||||30.0|||||||||||115.0|89.0||76.0|23.0|30.0|20.0|11.0|5.0|13.0|23.0|24.0|29.0|24.0|27.0|10.0|13.0||0.0|305.0|872.0|||21.0|8.0|52.0|5.0|2.0|18.0||21.0|28.0|36.0|2.0|5.0|||||||226.0||||
||2016|823.0|333.0|1605.0|1364.0||||32.0|||||||||||150.0|126.0||82.0|35.0|33.0|27.0|38.0|16.0|46.0|42.0|33.0|38.0|34.0|27.0|10.0|11.0|8.0|0.0|756.0|956.0|||22.0|13.0|26.0|5.0|2.0|27.0||21.0|28.0|36.0|2.0|4.0|||||||227.0|||111.0|
