|||Üretim Miktarı ve 01.19.21.00.01. (Karanfil, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.02. (Glayöl, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.03. (Gerbera, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.04. (Gypsohilla, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.05. (Kasımpatı (Krizantem), Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.06. (Anemon (Manisa Lalesi), Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.07. (Lilyum (Zambak), Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.08. (Orkide, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.09. (Lale, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.10. (Gül, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.12. (Lisianthus, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.13. (Fresia, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.14. (Şebboy, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.15. (Sümbül, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.16. (İris, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.17. (Statice, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.18. (Solidago (Altınbaşak), Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.19. (Nergis, Kesme) - Adet Sayısı|Üretim Miktarı ve 01.19.21.00.99. (Diğer Kesme Çiçek Ve Çiçek Koncaları) - Adet Sayısı|Üretim Miktarı ve 01.30.10.01. (Çiçek Soğanları) - Adet Sayısı|Üretim Miktarı ve 01.30.10.03.05. (İç Mekan Süs Bitkileri (Oda Bitkileri)) - Adet Sayısı|Üretim Miktarı ve 01.30.10.03.06. (Dış Mekan Süs Bitkileri) - Adet Sayısı|
|Konya-42|2011|||||||||2.0E7|||||8000000.0||||5000000.0|||||
||2012|||||||||1.999978E7||||||||||||||
||2013|||||||||5.4E7|||||||||||||1.0527653E7|
||2014|||||||||3.5E7|||||||||||||1.0822354E7|
||2015|||||||||4.0E7|||||||||||||5414778.0|
||2016|||||||||4.0E7|||||||||||||6134778.0|
||2017|||||||||4.4E7|||||||||||||4526040.0|
||2018|||||||||4.0E7|||||||||||||4526040.0|
||2019|||||||||4.0E7|||||||||||||4526040.0|
||2020|||||||||4.04E7|||||||||||||4526500.0|
||2021|||||||||2.76E7||||||||||7000.0|||4631550.0|
|Kütahya-43|2013|||||||||||||||||||||45000.0|472500.0|
||2014|||||||||||||||||||||16500.0|200000.0|
||2015|||||||||||||||||||||7700.0|80000.0|
||2016|||||||||||||||||||||3300.0|40000.0|
|Malatya-44|2011|91840.0|17550.0||9120.0|30700.0||||600.0|840.0||||1008.0|||||||||
||2012|150.0|12800.0||1200.0|40750.0|||||300.0|3850.0||||||5000.0||30000.0||||
||2013|300.0|21200.0|3600.0|2450.0|42750.0|||||4300.0|3000.0||||||8000.0||63000.0||6000.0|27000.0|
||2014|450.0|21600.0|3600.0|1250.0|3750.0|||||5950.0|3000.0||||||8000.0||63000.0||6000.0|54900.0|
||2015||3000.0|||60000.0|||||30000.0|18000.0|||1100.0|||18000.0||181900.0|9300.0||39260.0|
||2016||3200.0|||66000.0|||||33000.0|19500.0|||1100.0|||21000.0||186400.0|10500.0||39980.0|
||2017||3600.0|||75600.0|||||38400.0|20800.0|||1500.0|||27000.0||204000.0|21000.0||49750.0|
||2018||3000.0|||70000.0|||||41600.0|19500.0|||1500.0|||27000.0||199750.0|13800.0||51000.0|
||2019||2700.0|||66000.0|||||39000.0|18200.0||||||24000.0||70400.0|14400.0||198000.0|
||2020||||||||||||||||||||||123000.0|
||2021|||||||||||||||||||3200.0|||123000.0|
|Manisa-45|2013||||||||||||||||||||720000.0||8284249.0|
||2014||||||||||||||||||||720000.0||8563250.0|
||2015||||||||||||||||||||||1.4897069E7|
||2016||||||||||||||||||||||1.4897069E7|
||2017||||||||||||||||||||||1.5160895E7|
||2018||||||||||||||||||||||1.5209295E7|
||2019||||||||||||||||||||||1.5209295E7|
||2020||||||||||||||||||||||1.17145E7|
||2021||||||||||||||||||||||1.13665E7|
|Mersin-33|2011|||||||||6500.0|1.1292317E7|||||||||||||
||2012|||||||||6500.0|1.332105E7|||||||||||||
||2013|||||||||650.0|2.070515E7|||||||||||3917988.0|1642925.0|
||2014|||||||||650.0|2.322335E7|||||||||||8895556.0|2637625.0|
||2015||||||||||2.40743E7|||||||||||1.0262628E7|2262464.0|
||2016||||||||||1.87315E7|||||||||||1.2392086E7|2677968.0|
||2017||||||||||1.87258E7|||||||||||1.2392086E7|2632968.0|
||2018|||||1530000.0|||||1.1983312E7|||||||||||9254796.0|2687800.0|
||2019|||||1785000.0|||||1.1057056E7||||||||348000.0|||1.0653192E7|1883000.0|
||2020||||||||||1.1450056E7|||||||||||8288610.0|7517160.0|
||2021||||||||||1.581021E7|||||||||||7022400.0|9159000.0|
|Muğla-48|2011|||||||||||||||||||24996.0||||
||2012|||||||||||||||||||25002.0||||
||2013|||||||||||||||||||30000.0||990.0|478996.0|
||2014|||||||||||||||||||||6495.0|446660.0|
||2015|8000.0|||||||||||||||||||2000.0|47100.0|402994.0|
||2016||||||||||||||||||||||528392.0|
||2017||||||||||||||||||||||1051630.0|
||2018||||||||||||||||||||||1116250.0|
||2019||||||||||||||||||||||1121250.0|
||2020||||||||||||||||||||||783410.0|
||2021||||||||||||||||||||||783410.0|
|Ordu-52|2011|70000.0||||||||||||||||||||||
||2012|242500.0||||||||||||||||||||||
||2013|345000.0|146000.0|||17000.0||232000.0|||160000.0|||||||||||||
||2014|200000.0|150600.0|||||188000.0|||179096.0|||||||||||||
||2015|25000.0||||||10000.0|||664200.0|||||||||||||
||2016|25000.0||||||10000.0|||320400.0|||||||||||||
||2017|25000.0||||||10000.0|||240000.0|||||||||||||
||2018|25000.0||||||10000.0|||240000.0|||||||||||||
||2019||||||||||140000.0|||||||||||||
||2020||||||||||240000.0|||||||||||||
||2021||||||||||240000.0|||||||||||||
|Osmaniye-80|2016||||||||||185000.0|||||||||||||
||2017||||||||||185000.0|||||||||||||
||2018||||||||||185000.0|||||||||||||
||2019||||||||||615000.0|||||||||||||
||2020||||||||||900000.0|||||||||||||
||2021||||||||||1175000.0|||||||||||50000.0|15000.0|
|Rize-53|2013||||||||||||||||||||||86335.0|
||2014||||||||||||||||||||||83414.0|
||2015||||||||||||||||||||||83414.0|
||2016||||||||||||||||||||||83414.0|
||2017||||||||||||||||||||||83414.0|
||2018||||||||||||||||||||||83414.0|
||2019||||||||||||||||||||||83414.0|
||2020||||||||||||||||||||||83394.0|
||2021||||||||||||||||||||||83394.0|
|Sakarya-54|2011|||3990000.0||||||||||||||||||||
||2012|||3360000.0||||55000.0||||||||||||||||
||2013|||3360000.0||||||||||||||||||465000.0|5.6247554E7|
||2014|||3360000.0||||||||||||||||||465000.0|5.6848688E7|
||2015|||2880000.0||||||||||||||||||577600.0|3.6388996E7|
||2016|||1600000.0||||||||||||||||||777600.0|3.6740224E7|
||2017|||1600000.0||||||||||||||||||727600.0|3.7055592E7|
||2018|||1600000.0||||||||||||||||||1115000.0|3.7518324E7|
||2019|||1600000.0||||||||||||||||||990000.0|3.84405E7|
||2020|||1600000.0||||||||||||||||||790000.0|3.943862E7|
||2021|||1540000.0||||||||||||||||||790000.0|3.752362E7|
|Samsun-55|2011|620400.0|50000.0|93228.0|9900.0|250000.0||25000.0||142500.0|447600.0||||142500.0|||||20000.0||||
||2012|307500.0|70000.0|36580.0|24900.0|250000.0||25000.0|||608000.0||45000.0|||||||30000.0||||
||2013|575000.0|375000.0|28880.0|48000.0|410000.0||23000.0|||570740.0|14400.0|45000.0|67500.0||||||275500.0||2352.0|3356545.0|
||2014|124800.0|25000.0|4960.0|1218.0|112000.0||63000.0|||630600.0||50000.0||||8000.0|15000.0||450000.0||10000.0|3816804.0|
||2015|100000.0|5000.0|4960.0|1218.0|112000.0||0.0|||380900.0||5000.0|7440.0|||8000.0|15000.0||50000.0||3000.0|3816738.0|
||2016|100000.0|5000.0|1000.0|700.0|212000.0||43900.0|||368500.0||5000.0|12000.0|||8000.0|15000.0||50000.0||3000.0|3755238.0|
||2017|125000.0|30000.0|247000.0|4450.0|254000.0||43000.0|||362250.0|||12000.0|||8000.0|50000.0||50000.0||3000.0|3754737.0|
||2018|125000.0|30000.0|247000.0|4450.0|254000.0||43000.0|||362250.0|||12000.0|||8000.0|50000.0||50000.0||3000.0|3754531.0|
||2019|125000.0|30000.0|456000.0|8750.0|194000.0||40000.0|||516750.0|20400.0||40000.0||||50000.0||1100000.0||27280.0|3741406.0|
||2020|307000.0|20000.0|210000.0|8750.0|80000.0|||||491750.0|20400.0||40000.0||||50000.0||750000.0||26280.0|907450.0|
||2021|||210000.0|5000.0|80000.0|||||523000.0|21250.0||40000.0||||||750000.0||826500.0|934680.0|
|Şanlıurfa-63|2011||||||||||517000.0|||||||||||||
||2012||||||||||650000.0|||||||||||||
||2013||||||||||500000.0|||||||||||||
||2014||||||||||1000000.0|||||||||||||
||2015||||||||||1000000.0|||||||||||100000.0||
||2016|||||||||||||||||||||1250000.0||
||2017|||||||||||||||||||||1250000.0||
||2018|||||||||||||||||||||1250000.0||
||2019|||||||||||||||||||||1250000.0||
||2020|||||||||||||||||||||1250000.0||
||2021|||||||||||||||||||||1250000.0||
|Tekirdağ-59|2011|225.0|50.0|||50.0||||150.0|1670.0||||200.0|||||2020.0||||
||2012|300.0|50.0|||50.0||||120.0|1670.0||||180.0|||||2020.0||||
||2013||||||||||||||||||||||45700.0|
||2014||||||||||||||||||||||51000.0|
||2015||||||||||||||||||||||62820.0|
||2016||||||||||||||||||||||72820.0|
||2017||||||||||||||||||||||92820.0|
||2018||||||||||||||||||||||101320.0|
||2019||||||||||||||||||||||101320.0|
||2020||||||||||||||||||||||101320.0|
||2021|||||||||||||||||||||1538132.0|64500.0|
|Tokat-60|2011|1100000.0|600000.0|388500.0|4176000.0|100000.0|750000.0|50000.0|||43100.0|100000.0||||||2687500.0||62500.0||||
||2012|1100000.0|600000.0|388500.0|4176000.0|100000.0|150000.0|50000.0|||40000.0|100000.0||||||2687500.0||150000.0||||
||2013|200000.0|600000.0|420000.0|4512000.0|100000.0|300000.0|12500.0||||||||||1250000.0||125000.0|||527100.0|
||2014|200000.0|750000.0|504000.0|4512000.0|100000.0|300000.0|12500.0||||||||||1250000.0||62500.0|||593354.0|
||2015||800000.0|504000.0|4512000.0||150000.0|125000.0||||100000.0||||||2500000.0||825000.0|||621390.0|
||2016||1000000.0|630000.0|4992000.0|250000.0||125000.0||||100000.0||||||3125000.0||700000.0|||741325.0|
||2017||1250000.0|840000.0|5472000.0|750000.0||150000.0||||100000.0||||||3750000.0||1450000.0|||845060.0|
||2018|22000.0|1000000.0|630000.0|4992000.0|687500.0||125000.0||||100000.0||||||2500000.0||762500.0|||796505.0|
||2019||1075000.0|672000.0|4896000.0|500000.0||50000.0||||100000.0||||||2500000.0||975000.0|||798505.0|
||2020||1700000.0|987000.0|6336000.0|750000.0||||||100000.0||||||1875000.0||975000.0|||508505.0|
||2021||1775000.0|1722000.0|7296000.0|1250000.0||||||2600000.0||||||1875000.0||2500000.0|||508505.0|
|Trabzon-61|2013||||||||||||||||||||4620000.0|||
||2014||||||||||||||||||||750000.0|||
||2015||||||||||||||||||||750000.0|||
||2016||||||||||||||||||||750000.0|||
||2017||||||||||||||||||||400000.0|||
|Yalova-77|2011|2.458E7|4000000.0|1050000.0|750000.0|6488500.0|150000.0|1480000.0|243500.0|1875000.0|4.438335E7|5632000.0|1.45353E7|4395000.0|||20000.0|300000.0||625000.0||||
||2012|3.708E7|4000000.0|1450000.0|750000.0|4208500.0|150000.0|1440000.0|243500.0|1875000.0|4.978335E7|9932000.0|2.06553E7|4345000.0|||20000.0|300000.0||625000.0||||
||2013|4502160.0||1260500.0|30240.0|883875.0||607525.0|210000.0|148500.0|1.391865E7|1404100.0|8891350.0|1777900.0|45500.0|||||1949100.0|1.293908E7|3472988.0|1.05638471E8|
||2014|3302160.0||1260500.0|30240.0|883875.0||607525.0|210000.0|148500.0|1.439465E7|2184100.0|8891350.0|1777900.0|45500.0|||||2229100.0|1.287608E7|3404010.0|1.16949898E8|
||2015|3402160.0||1260500.0|12240.0|883875.0||592525.0|210000.0|148500.0|1.845215E7|2181600.0|8881350.0|1728400.0|45500.0|||||2229100.0|1.284108E7|3404010.0|1.16919678E8|
||2016|902160.0||1260500.0|12240.0|883875.0||600025.0|210000.0|148500.0|1.790465E7|834100.0|8881350.0|1628400.0|45500.0|||||1669100.0|1.205608E7|1675000.0|5.4565906E7|
||2017|410080.0||1723000.0|12240.0|433875.0||595525.0|1565940.0|52500.0|1.648815E7|1504600.0|8881350.0|1627150.0|45500.0|||||2474760.0|5842000.0|7554656.0|1.13182784E8|
||2018|1160080.0||1723000.0|12240.0|433875.0||595525.0|1826930.0|52500.0|1.654575E7|1744600.0|8881350.0|1687150.0|45500.0|||||3169100.0|5815000.0|8436460.0|1.056822E8|
||2019|1160080.0||1723000.0|12840.0|433875.0||562525.0|1826930.0|52500.0|1.753575E7|3594600.0|8971350.0|1687150.0|45500.0|||||6369100.0|5815000.0|6976232.0|1.01665828E8|
||2020|1260160.0||1806600.0|240.0|617875.0||562525.0|1826930.0|52500.0|1.809205E7|3780150.0|9657850.0|1797650.0|45500.0|||||4769100.0|5815000.0|6983600.0|1.01959604E8|
||2021|566560.0||1862100.0|240.0|778875.0||562525.0|1890000.0|52500.0|1.85392E7|3360150.0|9405900.0|1797700.0|45500.0|||||1868000.0|5811000.0|7440500.0|1.0184028E8|
|Zonguldak-67|2013||||||||||||||||||||||8000.0|
||2014||||||||||||||||||||||8000.0|
||2015||||||||||||||||||||||7000.0|
||2016||||||||||||||||||||||7000.0|
||2017||||||||||||||||||||||7000.0|
||2018||||||||||||||||||||||7000.0|
||2019||||||||||||||||||||||7000.0|
||2020||||||||||||||||||||||8000.0|
||2021||||||||||||||||||||||8000.0|
|||||||||||||||||||||||||
